Style_id,Yarn_ID,BOM_Percent,unit
80393D/0,,0,lbs
80393D/0,13561,0.02,lbs
80393D/0,14242,0.48,lbs
80393D/0,14242,0.49,lbs
80393D/B,,0,lbs
80393D/B,13561,0.02,lbs
80393D/B,18560,0.48,lbs
80393D/B,18560,0.49,lbs
80393D/BP,,0,lbs
80393D/BP,13561,0.02,lbs
80393D/BP,14242,0.48,lbs
80393D/BP,18560,0.49,lbs
840000/0,,0,lbs
840000/0,13545,0.03,lbs
840000/0,18529,0.46,lbs
840000/0,18529,0.5,lbs
860000/3/70P,,0,lbs
860000/3/70P,13429,0.22,lbs
860000/3/70P,13429,0.55,lbs
860000/3/70P,13492,0.22,lbs
860000/3/70PU,,0,lbs
860000/3/70PU,13244,0.22,lbs
860000/3/70PU,13244,0.55,lbs
860000/3/70PU,13492,0.22,lbs
860000/3/70PUC,,0,lbs
860000/3/70PUC,18320,0.22,lbs
860000/3/70PUC,18865,0.22,lbs
860000/3/70PUC,18865,0.55,lbs
860000/3/CS,,0,lbs
860000/3/CS,18320,0.2,lbs
860000/3/CS,18788,0.52,lbs
860000/3/CS,18823,0.26,lbs
860000/3/CS1,,0,lbs
860000/3/CS1,18320,0.2,lbs
860000/3/CS1,18788,0.26,lbs
860000/3/CS1,18823,0.52,lbs
870000/Z,,0,lbs
870000/Z,12479,0.44,lbs
870000/Z,18833,0.55,lbs
8865C/0,,0,lbs
8865C/0,18558,0.48,lbs
8865C/0,18558,0.51,lbs
8956C/0,,0,lbs
8956C/0,13625,0.17,lbs
8956C/0,5819,0.82,lbs
910000/30P2,,0,lbs
910000/30P2,18707,0.5,lbs
910000/30P2,18758,0.25,lbs
910000/30P2,18759,0.23,lbs
910000/STR,,0,lbs
910000/STR,18707,0.46,lbs
910000/STR,18758,0.25,lbs
910000/STR,18759,0.27,lbs
910000/STRW,,0,lbs
910000/STRW,11759,0.27,lbs
910000/STRW,18707,0.46,lbs
910000/STRW,18758,0.25,lbs
910001/ST1,,0,lbs
910001/ST1,10677,0.5,lbs
910001/ST1,13234,0.25,lbs
910001/ST1,14282,0.23,lbs
910001/ST2,,0,lbs
910001/ST2,18707,0.5,lbs
910001/ST2,18758,0.25,lbs
910001/ST2,18869,0.24,lbs
910001/STR,,0,lbs
910001/STR,18707,0.46,lbs
910001/STR,18758,0.26,lbs
910001/STR,18869,0.27,lbs
911601/TC,,0,lbs
911601/TC,13623,0.56,lbs
911601/TC,13624,0.43,lbs
911601/TC144,,0,lbs
911601/TC144,13624,0.43,lbs
911601/TC144,13624,0.56,lbs
911601/TC75,,0,lbs
911601/TC75,18824,0.43,lbs
911601/TC75,18824,0.56,lbs
911601/TC96,,0,lbs
911601/TC96,13623,0.43,lbs
911601/TC96,13623,0.56,lbs
911601/TCFAB,,0,lbs
911601/TCFAB,18715,0.43,lbs
911601/TCFAB,18715,0.56,lbs
AM0002/0,,0,lbs
AM0002/0,14485,1,lbs
AM0002/T,,0,lbs
AM0002/T,14485,1,lbs
AM0003/10,,0,lbs
AM0003/10,19017,1,lbs
AM0003/11,,0,lbs
AM0003/11,14910,1,lbs
AM0003/12,,0,lbs
AM0003/12,14913,1,lbs
AM0003/5,,0,lbs
AM0003/5,14486,1,lbs
AM0003/6,,0,lbs
AM0003/6,14831,1,lbs
AM0003/7,,0,lbs
AM0003/7,14904,1,lbs
AM0003/8,,0,lbs
AM0003/8,14905,1,lbs
AM0005/0,,0,lbs
AM0005/0,14506,0.32,lbs
AM0005/0,14506,0.67,lbs
AM0006/1,,0,lbs
AM0006/1,18540,0.29,lbs
AM0006/1,18540,0.7,lbs
AM0007/0,,0,lbs
AM0007/0,14506,1,lbs
am0008/1,,0,lbs
am0008/1,14632,0.6,lbs
am0008/1,18511,0.39,lbs
am0008/3,,0,lbs
am0008/3,14632,0.6,lbs
am0008/3,14831,0.39,lbs
AM0009/0,,0,lbs
AM0009/0,10402,0.37,lbs
AM0009/0,14632,0.27,lbs
AM0009/0,14632,0.35,lbs
AM0011/0,,0,lbs
AM0011/0,18439,0.54,lbs
AM0011/0,18511,0.45,lbs
AM0012/0,,0,lbs
AM0012/0,14632,0.26,lbs
AM0012/0,18511,0.74,lbs
AM0013/0,,0,lbs
AM0013/0,18439,0.54,lbs
AM0013/0,18511,0.45,lbs
AM0013/1,,0,lbs
AM0013/1,18252,0.45,lbs
AM0013/1,18439,0.54,lbs
AM0014/0,,0,lbs
AM0014/0,18472,0.28,lbs
AM0014/0,18472,0.71,lbs
AM0014/L,,0,lbs
AM0014/L,18472,0.27,lbs
AM0014/L,18472,0.73,lbs
AM0014/LD,,0,lbs
AM0014/LD,18472,0.27,lbs
AM0014/LD,18472,0.73,lbs
AM0015/0,,0,lbs
AM0015/0,14632,0.78,lbs
AM0015/0,18472,0.21,lbs
AM0016/T,,0,lbs
AM0016/T,14506,0.22,lbs
AM0016/T,14506,0.27,lbs
AM0016/T,18511,0.22,lbs
AM0016/T,18511,0.27,lbs
AM0017/T,,0,lbs
AM0017/T,14506,0.5,lbs
AM0017/T,18511,0.49,lbs
AM0018/0,,0,lbs
AM0018/0,18638,0.24,lbs
AM0018/0,18638,0.52,lbs
AM0018/LC,,0,lbs
AM0018/LC,18638,0.24,lbs
AM0018/LC,18638,0.52,lbs
AM0018/T,,0,lbs
AM0018/T,18638,0.24,lbs
AM0018/T,18638,0.52,lbs
AM0018/TDC,,0,lbs
AM0018/TDC,18638,0.24,lbs
AM0018/TDC,18638,0.52,lbs
AM0018/TDC1,,0,lbs
AM0018/TDC1,18652,0.24,lbs
AM0018/TDC1,18652,0.52,lbs
AM0018/TT,,0,lbs
AM0018/TT,18638,0.24,lbs
AM0018/TT,18638,0.52,lbs
AM0019/0,,0,lbs
AM0019/0,18603,1,lbs
AM0020/0,,0,lbs
AM0020/0,18640,0.5,lbs
AM0020/0,18641,0.5,lbs
AM0020/1,,0,lbs
AM0020/1,18671,0.5,lbs
AM0020/1,18672,0.5,lbs
AM0021/0,,0,lbs
AM0021/0,18640,0.5,lbs
AM0021/0,18641,0.5,lbs
AM0022/0,,0,lbs
AM0022/0,18474,1,lbs
AM0023/0,,0,lbs
AM0023/0,18474,1,lbs
AM0024/0,,0,lbs
AM0024/0,14485,0.52,lbs
AM0024/0,18474,0.48,lbs
AM0025/0,,0,lbs
AM0025/0,14632,0.31,lbs
AM0025/0,14632,0.68,lbs
AM0026/0,,0,lbs
AM0026/0,18681,0.42,lbs
AM0026/0,18681,0.57,lbs
AM0028/2L,,0,lbs
AM0028/2L,14831,1,lbs
AM0028/3L,,0,lbs
AM0028/3L,14903,1,lbs
AM0028/4L,,0,lbs
AM0028/4L,14904,1,lbs
AM0029/0,,0,lbs
AM0029/0,18682,0.46,lbs
AM0029/0,18682,0.53,lbs
AM0029/L,,0,lbs
AM0029/L,18682,0.46,lbs
AM0029/L,18682,0.53,lbs
AM0030/0,,0,lbs
AM0030/0,18511,0.55,lbs
AM0030/0,18697,0.17,lbs
AM0030/0,18697,0.27,lbs
AM0031/F,,0,lbs
AM0031/F,18702,0.28,lbs
AM0031/F,18702,0.71,lbs
AM0031/F1,,0,lbs
AM0031/F1,18772,0.28,lbs
AM0031/F1,18772,0.71,lbs
AM0031/S,,0,lbs
AM0031/S,10676,0.29,lbs
AM0031/S,10676,0.7,lbs
AM0032/0,,0,lbs
AM0032/0,14632,0.28,lbs
AM0032/0,14632,0.71,lbs
AM0033/0,,0,lbs
AM0033/0,18671,0.13,lbs
AM0033/0,18671,0.22,lbs
AM0033/0,18672,0.13,lbs
AM0033/0,18672,0.22,lbs
AM0033/L,,0,lbs
AM0033/L,18671,0.13,lbs
AM0033/L,18671,0.22,lbs
AM0033/L,18672,0.13,lbs
AM0033/L,18672,0.22,lbs
AM0034/CW2,,0,lbs
AM0034/CW2,14854,0.3,lbs
AM0034/CW2,14854,0.69,lbs
AM0034/Z,,0,lbs
AM0034/Z,18672,0.3,lbs
AM0034/Z,18672,0.69,lbs
AM0035/0,,0,lbs
AM0035/0,13749,0.66,lbs
AM0035/0,14632,0.33,lbs
AM0035/L,,0,lbs
AM0035/L,13749,0.65,lbs
AM0035/L,14632,0.34,lbs
AM0036/0,,0,lbs
AM0036/0,14633,0.42,lbs
AM0036/0,14633,0.57,lbs
AM0037/T,,0,lbs
AM0037/T,18511,1,lbs
AM0037/T1,,0,lbs
AM0037/T1,14831,1,lbs
AM0037/T2,,0,lbs
AM0037/T2,14903,1,lbs
AM0037/T3,,0,lbs
AM0037/T3,14910,1,lbs
AM0038/0,,0,lbs
AM0038/0,14827,0.31,lbs
AM0038/0,18772,0.68,lbs
AM0039/0,,0,lbs
AM0039/0,18691,1,lbs
AM0039/T,,0,lbs
AM0039/T,18691,1,lbs
AM0039/TT,,0,lbs
AM0039/TT,18691,1,lbs
AM0040/U,,0,lbs
AM0040/U,14848,1,lbs
AM0041/0,,0,lbs
AM0041/0,14654,1,lbs
AM0042/0,,0,lbs
AM0042/0,18691,1,lbs
AM0042/L,,0,lbs
AM0042/L,18691,1,lbs
AM0043/0,,0,lbs
AM0043/0,14848,1,lbs
AM0043/OW,,0,lbs
AM0043/OW,14848,1,lbs
AM0044/0,,0,lbs
AM0044/0,18771,0.28,lbs
AM0044/0,18771,0.43,lbs
AM0045/0,,0,lbs
AM0045/0,14863,0.22,lbs
AM0045/0,14863,0.38,lbs
AM0045/0,14863,0.39,lbs
AM0046/0,,0,lbs
AM0046/0,14848,0.22,lbs
AM0046/0,14848,0.38,lbs
AM0046/0,14848,0.39,lbs
AM0047/0,,0,lbs
AM0047/0,18682,0.47,lbs
AM0047/0,18682,0.52,lbs
AM0048/0,,0,lbs
AM0048/0,18682,0.46,lbs
AM0048/0,18682,0.53,lbs
AM0049/0,,0,lbs
AM0049/0,18681,0.42,lbs
AM0049/0,18681,0.57,lbs
AM0050/0,,0,lbs
AM0050/0,18681,0.42,lbs
AM0050/0,18681,0.57,lbs
AM0051/0,,0,lbs
AM0051/0,14848,0.3,lbs
AM0051/0,14848,0.69,lbs
AM0052/0,,0,lbs
AM0052/0,18915,0.23,lbs
AM0052/0,18915,0.52,lbs
AM0052/T,,0,lbs
AM0052/T,18915,0.24,lbs
AM0052/T,18915,0.52,lbs
AM0053/0,,0,lbs
AM0053/0,14848,1,lbs
AM0054/0,,0,lbs
AM0054/0,14848,1,lbs
AM0055/0,,0,lbs
AM0055/0,18945,0.24,lbs
AM0055/0,18945,0.52,lbs
AM0056/0,,0,lbs
AM0056/0,18945,0.26,lbs
AM0056/0,18945,0.46,lbs
AM0057/0,,0,lbs
AM0057/0,12526,0.67,lbs
AM0057/0,14831,0.32,lbs
AM0058/0,,0,lbs
AM0058/0,14632,1,lbs
AM0059/0,,0,lbs
AM0059/0,19001,0.25,lbs
AM0059/0,19001,0.48,lbs
AMER220001/1,,0,lbs
AMER220001/1,18146,0.11,lbs
AMER220001/1,18146,0.15,lbs
AMER220001/1,18287,0.38,lbs
AMER220001/1,18314,0.13,lbs
AMER220001/1,6083,0.2,lbs
AMER220001/1C,,0,lbs
AMER220001/1C,18146,0.11,lbs
AMER220001/1C,18146,0.15,lbs
AMER220001/1C,18287,0.38,lbs
AMER220001/1C,18314,0.13,lbs
AMER220001/1C,18379,0.2,lbs
AMER220001/1CS,,0,lbs
AMER220001/1CS,18146,0.11,lbs
AMER220001/1CS,18146,0.15,lbs
AMER220001/1CS,18287,0.38,lbs
AMER220001/1CS,18314,0.13,lbs
AMER220001/1CS,18468,0.2,lbs
amer220001/2CS,,0,lbs
amer220001/2CS,18146,0.14,lbs
amer220001/2CS,18146,0.17,lbs
amer220001/2CS,18287,0.34,lbs
amer220001/2CS,18314,0.13,lbs
amer220001/2CS,18468,0.2,lbs
amer220001/2KK,,0,lbs
amer220001/2KK,18146,0.13,lbs
amer220001/2KK,18146,0.14,lbs
amer220001/2KK,18146,0.17,lbs
amer220001/2KK,18287,0.34,lbs
amer220001/2KK,18542,0.2,lbs
amer220001/2NK,,0,lbs
amer220001/2NK,18146,0.14,lbs
amer220001/2NK,18146,0.17,lbs
amer220001/2NK,18287,0.34,lbs
amer220001/2NK,18314,0.13,lbs
amer220001/2NK,18542,0.2,lbs
amer220001/2S,,0,lbs
amer220001/2S,18146,0.14,lbs
amer220001/2S,18146,0.17,lbs
amer220001/2S,18287,0.34,lbs
amer220001/2S,18314,0.13,lbs
amer220001/2S,18478,0.2,lbs
AMER220003/1K,,0,lbs
AMER220003/1K,12205,0.3,lbs
AMER220003/1K,18232,0.49,lbs
AMER220003/1K,18298,0.09,lbs
AMER220003/1K,18306,0.1,lbs
AMER220003/1K,5586,0,lbs
AMER220003/1PNP,,0,lbs
AMER220003/1PNP,18232,0.49,lbs
AMER220003/1PNP,18298,0.09,lbs
AMER220003/1PNP,18306,0.1,lbs
AMER220003/1PNP,18359,0.3,lbs
AMER220003/1PNP,5586,0,lbs
AMER220004/01,,0,lbs
AMER220004/01,18306,0.31,lbs
AMER220004/01,18306,0.68,lbs
AMER220010/1,,0,lbs
AMER220010/1,12205,0.28,lbs
AMER220010/1,18232,0.5,lbs
AMER220010/1,18306,0.09,lbs
AMER220010/1,18405,0.07,lbs
AMER220010/1,5586,0,lbs
AMER220010/1,6083,0.03,lbs
AMER220010/1C,,0,lbs
AMER220010/1C,18232,0.5,lbs
AMER220010/1C,18306,0.09,lbs
AMER220010/1C,18379,0.03,lbs
AMER220010/1C,18405,0.07,lbs
AMER220010/1C,18431,0.28,lbs
AMER220010/1C,5586,0,lbs
AMER220010/1U,,0,lbs
AMER220010/1U,18232,0.5,lbs
AMER220010/1U,18306,0.09,lbs
AMER220010/1U,18405,0.07,lbs
AMER220010/1U,18431,0.28,lbs
AMER220010/1U,5586,0,lbs
AMER220010/1U,6083,0.03,lbs
AMER220010/2,,0,lbs
AMER220010/2,12205,0.28,lbs
AMER220010/2,18232,0.5,lbs
AMER220010/2,18306,0.09,lbs
AMER220010/2,18379,0.03,lbs
AMER220010/2,18430,0.07,lbs
AMER220010/2,5586,0,lbs
AMER220010/2U,,0,lbs
AMER220010/2U,18232,0.5,lbs
AMER220010/2U,18306,0.09,lbs
AMER220010/2U,18430,0.04,lbs
AMER220010/2U,18431,0.29,lbs
AMER220010/2U,5586,0,lbs
AMER220010/2U,6083,0.04,lbs
AMER220011/1L,,0,lbs
AMER220011/1L,18232,0.51,lbs
AMER220011/1L,18306,0.1,lbs
AMER220011/1L,18375,0.28,lbs
AMER220011/1L,18542,0.09,lbs
AMER220011/1L,5586,0,lbs
AMER220011/1N,,0,lbs
AMER220011/1N,13545,0,lbs
AMER220011/1N,18232,0.51,lbs
AMER220011/1N,18306,0.1,lbs
AMER220011/1N,18375,0.28,lbs
AMER220011/1N,18542,0.09,lbs
AMER220011/1P,,0,lbs
AMER220011/1P,18232,0.51,lbs
AMER220011/1P,18306,0.1,lbs
AMER220011/1P,18438,0.28,lbs
AMER220011/1P,18542,0.09,lbs
AMER220011/1P,5586,0,lbs
AMER220011/1S,,0,lbs
AMER220011/1S,12205,0.28,lbs
AMER220011/1S,13545,0,lbs
AMER220011/1S,18232,0.51,lbs
AMER220011/1S,18306,0.1,lbs
AMER220011/1S,18478,0.09,lbs
ATG-65C/NC,,0,lbs
ATG-65C/NC,13314,0.29,lbs
ATG-65C/NC,13435,0.02,lbs
ATG-65C/NC,13777,0.19,lbs
ATG-65C/NC,13812,0.35,lbs
ATG-65C/NC,5586,0.13,lbs
ATG-65C/NCCL,,0,lbs
ATG-65C/NCCL,13435,0.02,lbs
ATG-65C/NCCL,13545,0.13,lbs
ATG-65C/NCCL,13777,0.19,lbs
ATG-65C/NCCL,13812,0.35,lbs
ATG-65C/NCCL,14206,0.29,lbs
ATG-65C/NCL,,0,lbs
ATG-65C/NCL,13314,0.29,lbs
ATG-65C/NCL,13435,0.02,lbs
ATG-65C/NCL,13545,0.13,lbs
ATG-65C/NCL,13777,0.19,lbs
ATG-65C/NCL,13812,0.35,lbs
ATG-66/B,,0,lbs
ATG-66/B,13244,0.3,lbs
ATG-66/B,13245,0.24,lbs
ATG-66/B,739,0.14,lbs
ATG-66BLK/0,,0,lbs
ATG-66BLK/0,13244,0.3,lbs
ATG-66BLK/0,13245,0.24,lbs
ATG-66BLK/0,14061,0.14,lbs
ATG-66BLK/C,,0,lbs
ATG-66BLK/C,13244,0.3,lbs
ATG-66BLK/C,13245,0.24,lbs
ATG-66BLK/C,7907,0.14,lbs
ATG-66BLK/CA,,0,lbs
ATG-66BLK/CA,13244,0.3,lbs
ATG-66BLK/CA,13245,0.24,lbs
ATG-66BLK/CA,14424,0.14,lbs
Barcelona-290/1,,0,lbs
Barcelona-290/1,11104,0.07,lbs
Barcelona-290/1,12205,0.27,lbs
Barcelona-290/1,18546,0.23,lbs
Barcelona-290/1,18617,0.14,lbs
Barcelona-360/1,,0,lbs
Barcelona-360/1,11104,0.05,lbs
Barcelona-360/1,12205,0.22,lbs
Barcelona-360/1,18516,0.37,lbs
Barcelona-360/1,18617,0.12,lbs
Barcelona-415/1,,0,lbs
Barcelona-415/1,11104,0.04,lbs
Barcelona-415/1,12205,0.17,lbs
Barcelona-415/1,18536,0.5,lbs
Barcelona-415/1,18617,0.09,lbs
Barcelona-460/1,,0,lbs
Barcelona-460/1,11104,0.04,lbs
Barcelona-460/1,12205,0.16,lbs
Barcelona-460/1,18232,0.3,lbs
Barcelona-460/1,18536,0.23,lbs
Barcelona-460/1,18617,0.08,lbs
Barcelona-490/1,,0,lbs
Barcelona-490/1,11104,0.04,lbs
Barcelona-490/1,12205,0.15,lbs
Barcelona-490/1,18232,0.57,lbs
Barcelona-490/1,18617,0.08,lbs
BarcelonaSTR-340/1,,0,lbs
BarcelonaSTR-340/1,11104,0.07,lbs
BarcelonaSTR-340/1,12205,0.27,lbs
BarcelonaSTR-340/1,13545,0,lbs
BarcelonaSTR-340/1,18546,0.23,lbs
BarcelonaSTR-340/1,18617,0.14,lbs
BarcelonaSTR-415/1,,0,lbs
BarcelonaSTR-415/1,12205,0.21,lbs
BarcelonaSTR-415/1,13545,0,lbs
BarcelonaSTR-415/1,18472,0.05,lbs
BarcelonaSTR-415/1,18516,0.37,lbs
BarcelonaSTR-415/1,18617,0.12,lbs
BarcelonaSTR-450/1,,0,lbs
BarcelonaSTR-450/1,11104,0.04,lbs
BarcelonaSTR-450/1,12205,0.17,lbs
BarcelonaSTR-450/1,13545,0,lbs
BarcelonaSTR-450/1,18536,0.49,lbs
BarcelonaSTR-450/1,18617,0.09,lbs
BarcelonaSTR-500/1,,0,lbs
BarcelonaSTR-500/1,11104,0.04,lbs
BarcelonaSTR-500/1,12205,0.16,lbs
BarcelonaSTR-500/1,13545,0,lbs
BarcelonaSTR-500/1,18232,0.3,lbs
BarcelonaSTR-500/1,18536,0.23,lbs
BarcelonaSTR-500/1,18617,0.08,lbs
BarcelonaSTR-530/1,,0,lbs
BarcelonaSTR-530/1,11104,0.04,lbs
BarcelonaSTR-530/1,12205,0.15,lbs
BarcelonaSTR-530/1,13545,0,lbs
BarcelonaSTR-530/1,18232,0.57,lbs
BarcelonaSTR-530/1,18617,0.08,lbs
BK 3066/0,,0,lbs
BK 3066/0,13561,0.06,lbs
BK 3066/0,6083,0.93,lbs
BK 3066/C,,0,lbs
BK 3066/C,12997,0.06,lbs
BK 3066/C,18468,0.93,lbs
BK 3785/ALT,,0,lbs
BK 3785/ALT,12885,0.08,lbs
BK 3785/ALT,8884,0.33,lbs
BK 3785/ALT,8985,0.47,lbs
BK 3785/ALT,9519,0.09,lbs
BK 3785/AT,,0,lbs
BK 3785/AT,9519,0.09,lbs
BK 3785/AT,9541,0.43,lbs
BK 3785/AT,9810,0.23,lbs
BK 3785R/0,,0,lbs
BK 3785R/0,12907,0.23,lbs
BK 3785R/0,8884,0.22,lbs
BK 3785R/0,9519,0.09,lbs
BK 3785R/0,9810,0.22,lbs
BK 3785R/J,,0,lbs
BK 3785R/J,12907,0.22,lbs
BK 3785R/J,4016,0.21,lbs
BK 3785R/J,9519,0.09,lbs
BK 3785R/J,9810,0.23,lbs
BK 4148A/0,,0,lbs
BK 4148A/0,14673,1,lbs
BK 4148B/0,,0,lbs
BK 4148B/0,14673,1,lbs
BK 4148C/0,,0,lbs
BK 4148C/0,14673,1,lbs
BK 4148D/0,,0,lbs
BK 4148D/0,14673,1,lbs
BK 4148E/0,,0,lbs
BK 4148E/0,14673,1,lbs
BK 4148F/0,,0,lbs
BK 4148F/0,14673,0.5,lbs
BK 4359/D,,0,lbs
BK 4359/D,12885,0.44,lbs
BK 4359/D,6887,0.09,lbs
BK 4359/D,8985,0.23,lbs
BK 4359/DLRA,,0,lbs
BK 4359/DLRA,12885,0.44,lbs
BK 4359/DLRA,6887,0.09,lbs
BK 4359/DLRA,9810,0.23,lbs
BK 4359/LR,,0,lbs
BK 4359/LR,12885,0.44,lbs
BK 4359/LR,14762,0.09,lbs
BK 4359/LR,9810,0.23,lbs
BK 4631/K,,0,lbs
BK 4631/K,11344,0.48,lbs
BK 4631/K,13561,0.05,lbs
BK 4631/K,18234,0.46,lbs
BK 4802/P,,0,lbs
BK 4802/P,9489,1,lbs
BK 4822/F28A,,0,lbs
BK 4822/F28A,12907,0.44,lbs
BK 4822/F28A,6887,0.04,lbs
BK 4822/F28A,9519,0.04,lbs
BK 4822/F28A,9810,0.11,lbs
BK 4822/F28A,9810,0.22,lbs
BK 4822/F28B,,0,lbs
BK 4822/F28B,12907,0.44,lbs
BK 4822/F28B,6887,0.04,lbs
BK 4822/F28B,8985,0.11,lbs
BK 4822/F28B,8985,0.22,lbs
BK 4822/F28B,9519,0.04,lbs
BK 4867/01,,0,lbs
BK 4867/01,8884,0.42,lbs
BK 4867/01,8985,0.23,lbs
BK 4867/01,9519,0.09,lbs
BK 4867/A,,0,lbs
BK 4867/A,8884,0.42,lbs
BK 4867/A,9519,0.09,lbs
BK 4867/A,9810,0.23,lbs
BK 4938/DLRA,,0,lbs
BK 4938/DLRA,12885,0.43,lbs
BK 4938/DLRA,6887,0.09,lbs
BK 4938/DLRA,9810,0.23,lbs
BK 4938/DLRB,,0,lbs
BK 4938/DLRB,12885,0.44,lbs
BK 4938/DLRB,14762,0.09,lbs
BK 4938/DLRB,9810,0.23,lbs
BK 4938/DOW,,0,lbs
BK 4938/DOW,12885,0.44,lbs
BK 4938/DOW,6887,0.09,lbs
BK 4938/DOW,9810,0.23,lbs
BK 4938/DSRB,,0,lbs
BK 4938/DSRB,12885,0.44,lbs
BK 4938/DSRB,14762,0.09,lbs
BK 4938/DSRB,9810,0.23,lbs
BK 4988/3315,,0,lbs
BK 4988/3315,8884,0.43,lbs
BK 4988/3315,9519,0.09,lbs
BK 4988/3315,9810,0.23,lbs
BK 4988/3315J,,0,lbs
BK 4988/3315J,4016,0.43,lbs
BK 4988/3315J,9519,0.09,lbs
BK 4988/3315J,9810,0.23,lbs
BK 5188/1315,,0,lbs
BK 5188/1315,8884,0.42,lbs
BK 5188/1315,9519,0.09,lbs
BK 5188/1315,9810,0.24,lbs
BK 5322/3813,,0,lbs
BK 5322/3813,6650,0.32,lbs
BK 5322/3813,8884,0.28,lbs
BK 5322/3813,9519,0.06,lbs
BK 5322/3813B,,0,lbs
BK 5322/3813B,8437,0.32,lbs
BK 5322/3813B,8884,0.28,lbs
BK 5322/3813B,9519,0.06,lbs
BK 5323/A,,0,lbs
BK 5323/A,6650,0.32,lbs
BK 5323/A,8884,0.28,lbs
BK 5323/A,9519,0.06,lbs
BK 5323/B,,0,lbs
BK 5323/B,14614,0.32,lbs
BK 5323/B,4016,0.28,lbs
BK 5323/B,9519,0.06,lbs
BK 5323/BW,,0,lbs
BK 5323/BW,8437,0.32,lbs
BK 5323/BW,8884,0.28,lbs
BK 5323/BW,9519,0.06,lbs
BK 5323/C,,0,lbs
BK 5323/C,4016,0.28,lbs
BK 5323/C,6650,0.32,lbs
BK 5323/C,9519,0.06,lbs
BK 5338/A,,0,lbs
BK 5338/A,8884,0.42,lbs
BK 5338/A,9519,0.09,lbs
BK 5338/A,9810,0.23,lbs
BK 5338/B,,0,lbs
BK 5338/B,8884,0.42,lbs
BK 5338/B,8985,0.23,lbs
BK 5338/B,9519,0.09,lbs
BK 5425/0,,0,lbs
BK 5425/0,10153,0.09,lbs
BK 5425/0,10153,0.3,lbs
BK 5425/0,10795,0.52,lbs
BK 5425/0,9296,0.08,lbs
BK 5425/1,,0,lbs
BK 5425/1,10027,0.08,lbs
BK 5425/1,10153,0.09,lbs
BK 5425/1,10153,0.3,lbs
BK 5425/1,10795,0.52,lbs
BK 5517/C,,0,lbs
BK 5517/C,18180,0.13,lbs
BK 5517/C,18180,0.72,lbs
BK 5557/1,,0,lbs
BK 5557/1,18451,0.86,lbs
BK 5557/1,5586,0.13,lbs
BK 5557/1L,,0,lbs
BK 5557/1L,13545,0.13,lbs
BK 5557/1L,18451,0.86,lbs
BK 5898/F28,,0,lbs
BK 5898/F28,12907,0.44,lbs
BK 5898/F28,6887,0.04,lbs
BK 5898/F28,9519,0.04,lbs
BK 5898/F28,9810,0.11,lbs
BK 5898/F28,9810,0.23,lbs
BK 6159/A,,0,lbs
BK 6159/A,12885,0.45,lbs
BK 6159/A,6887,0.09,lbs
BK 6159/A,9810,0.22,lbs
BK 6159/AF,,0,lbs
BK 6159/AF,4021,0.45,lbs
BK 6159/AF,6887,0.09,lbs
BK 6159/AF,9810,0.22,lbs
BK 6159/B,,0,lbs
BK 6159/B,12885,0.45,lbs
BK 6159/B,6887,0.09,lbs
BK 6159/B,8985,0.22,lbs
BK 6239/0,,0,lbs
BK 6239/0,7345,1,lbs
BK 6340/F2A,,0,lbs
BK 6340/F2A,6300,0.64,lbs
BK 6340/F2A,6650,0.29,lbs
BK 6340/F2A,6887,0.05,lbs
BK 6340/F2AB,,0,lbs
BK 6340/F2AB,14762,0.05,lbs
BK 6340/F2AB,6300,0.64,lbs
BK 6340/F2AB,6650,0.29,lbs
BK 6340/F2B,,0,lbs
BK 6340/F2B,6300,0.64,lbs
BK 6340/F2B,6887,0.05,lbs
BK 6340/F2B,8437,0.29,lbs
BK 6340/F2BB,,0,lbs
BK 6340/F2BB,14762,0.05,lbs
BK 6340/F2BB,6300,0.64,lbs
BK 6340/F2BB,8437,0.29,lbs
BK 6341/F2,,0,lbs
BK 6341/F2,6300,0.67,lbs
BK 6341/F2,6650,0.27,lbs
BK 6341/F2,6887,0.05,lbs
BK 6341/F2AB,,0,lbs
BK 6341/F2AB,14762,0.05,lbs
BK 6341/F2AB,6300,0.67,lbs
BK 6341/F2AB,6650,0.27,lbs
BK 6341/F2B,,0,lbs
BK 6341/F2B,6300,0.67,lbs
BK 6341/F2B,6887,0.05,lbs
BK 6341/F2B,8437,0.27,lbs
BK 6341/F2BB,,0,lbs
BK 6341/F2BB,14762,0.05,lbs
BK 6341/F2BB,6300,0.67,lbs
BK 6341/F2BB,8437,0.27,lbs
BK 6342/0,,0,lbs
BK 6342/0,6300,0.67,lbs
BK 6342/0,6650,0.27,lbs
BK 6342/0,6887,0.05,lbs
BK 6342/AB,,0,lbs
BK 6342/AB,14762,0.05,lbs
BK 6342/AB,6300,0.67,lbs
BK 6342/AB,6650,0.27,lbs
BK 6342/B,,0,lbs
BK 6342/B,6300,0.67,lbs
BK 6342/B,6887,0.05,lbs
BK 6342/B,8437,0.27,lbs
BK 6342/BB,,0,lbs
BK 6342/BB,14762,0.05,lbs
BK 6342/BB,6300,0.67,lbs
BK 6342/BB,8437,0.27,lbs
BK 6366-12/0,,0,lbs
BK 6366-12/0,14571,1,lbs
BK 6366-BL/0,,0,lbs
BK 6366-BL/0,4002,0.19,lbs
BK 6366-BL/0,4003,0.2,lbs
BK 6366-BL/0,4006,0.29,lbs
BK 6366-BL/0,4007,0.3,lbs
