Style,Yarn,Percentage,This Week,Week 31,Week 32,Week 33,Week 34,Week 35,Week 36,Week 37,Week 38,Later,Total
C1B4781A/1,18819,16.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,6.8
C1B4782A/1,7726,11.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
C1B4782A/1,18019,49.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,24.7
C1B4782A/1,18522,16.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,8.2
C1B4782A/1,18763,16.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,8.1
C1B4782A/1,18865,6.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
C4T4131/TT1L,18376,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.4,253.4
C4T4131/TT1L,18706,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.9,324.9
C4T4131/TT1L,18763,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.1,375.1
C4T4131/TT1L,18929,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,13.8
C4T4131/TT1L,19049,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.9,107.9
C4T4131/TT1L,19066,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.4,179.4
CEE2746/1CG,18233,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.8,141.8
CEE2746/1CG,18438,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,630.0
CEE2746/1CG,18569,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.8,816.8
CEE2746/1CG,18646,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.8,141.8
CEE2746/1CG,18737,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.5,229.5
CEE2746/1CG,18904,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.8,276.8
CEE2746/1CG,18929,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,13.5
CEE2748/1CG,18233,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,15.1
CEE2748/1CG,18438,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.1,67.1
CEE2748/1CG,18569,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.9,86.9
CEE2748/1CG,18646,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,15.1
CEE2748/1CG,18737,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,24.4
CEE2748/1CG,18904,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,29.5
CEE2748/1CG,18929,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4
CEE2748/1IN,12526,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.1,977.1
CEE2748/1IN,18233,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.7,508.7
CEE2748/1IN,18438,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,261.1","2,261.1"
CEE2748/1IN,18646,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.7,508.7
CEE2748/1IN,18737,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.7,823.7
CEE2748/1IN,18763,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,954.2","1,954.2"
CEE2748/1IN,18904,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.2,993.2
CEE2748/1IN,18929,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,48.5
CEE2838/1CG,18233,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEE2838/1CG,18438,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEE2838/1CG,18569,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEE2838/1CG,18646,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEE2838/1CG,18737,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEE2838/1CG,18904,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEE2838/1CG,18929,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEE2838/1IN ,12526,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.1,635.1
CEE2838/1IN ,18233,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.7,330.7
CEE2838/1IN ,18438,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,469.7","1,469.7"
CEE2838/1IN ,18646,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.7,330.7
CEE2838/1IN ,18737,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.4,535.4
CEE2838/1IN ,18763,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,270.3","1,270.3"
CEE2838/1IN ,18904,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.6,645.6
CEE2838/1IN ,18929,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,31.5
CEE2840/1CG,18233,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0
CEE2840/1CG,18438,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,606.0
CEE2840/1CG,18569,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,700.0
CEE2840/1CG,18646,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,118.0
CEE2840/1CG,18737,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,226.0
CEE2840/1CG,18904,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,218.0
CEE2840/1CG,18929,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
CEE2841/1T,12526,12.1,151.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.3
CEE2841/1T,18233,6.3,78.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.8
CEE2841/1T,18438,28,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0
CEE2841/1T,18646,6.3,78.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.8
CEE2841/1T,18737,10.2,127.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.5
CEE2841/1T,18763,24.2,302.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.5
CEE2841/1T,18904,12.3,153.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.8
CEE2841/1T,18929,0.6,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
CEE3050/1CG,18233,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEE3050/1CG,18438,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEE3050/1CG,18646,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEE3050/1CG,18737,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEE3050/1CG,18763,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEE3050/1CG,18904,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEE3050/1CG,18929,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEE3050/1CG,19066,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEE3050/1CU,12526,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.2,616.2
CEE3050/1CU,18233,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.6,326.6
CEE3050/1CU,18438,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,443.2","1,443.2"
CEE3050/1CU,18646,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.6,326.6
CEE3050/1CU,18737,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,532.0
CEE3050/1CU,18763,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,358.9","1,358.9"
CEE3050/1CU,18904,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,632.0
CEE3050/1CU,18929,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,31.6
CEE3267/3T,18307,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,101.0
CEE3267/3T,18358,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0
CEE3267/3T,18553,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,252.0
CEE3267/3T,18605,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,103.0
CEE3267/3T,18763,42.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,424.0
CEE3837/1B,18629,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.4,151.4
CEE3837/1B,18646,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.3,212.3
CEE3837/1B,18763,44.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,603.0
CEE3837/1B,18773,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.9,256.9
CEE3837/1B,18894,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.4,128.4
CEE4078/2A,12526,11.6,58.5,214.5,214.5,214.5,214.5,214.5,214.5,104.5,0.0,0.0,"1,450.0"
CEE4078/2A,18208,10.1,50.9,186.8,186.8,186.8,186.8,186.8,186.8,91.0,0.0,0.0,"1,262.5"
CEE4078/2A,18594,38.5,194.2,711.9,711.9,711.9,711.9,711.9,711.9,346.9,0.0,0.0,"4,812.5"
CEE4078/2A,18646,10.7,54.0,197.9,197.9,197.9,197.9,197.9,197.9,96.4,0.0,0.0,"1,337.5"
CEE4078/2A,18763,23.1,116.5,427.1,427.1,427.1,427.1,427.1,427.1,208.1,0.0,0.0,"2,887.5"
CEE4078/2A,18929,0.7,3.5,12.9,12.9,12.9,12.9,12.9,12.9,6.3,0.0,0.0,87.5
CEE4078/2A,19003,5.3,26.7,98.0,98.0,98.0,98.0,98.0,98.0,47.8,0.0,0.0,662.5
CEE4293A/1L,12526,10.5,157.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.5
CEE4293A/1L,18133,24.2,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0
CEE4293A/1L,18454,11.1,166.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.5
CEE4293A/1L,18713,31.6,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0
CEE4293A/1L,18763,22,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0
CEE4293A/1L,18929,0.6,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
CEE4317A/1L,18164,11.2,0.0,0.0,218.1,218.1,218.1,129.6,0.0,0.0,0.0,2.1,786.1
CEE4317A/1L,18376,13.2,0.0,0.0,257.1,257.1,257.1,152.7,0.0,0.0,0.0,2.5,926.5
CEE4317A/1L,18598,11.2,0.0,0.0,218.1,218.1,218.1,129.6,0.0,0.0,0.0,2.1,786.1
CEE4317A/1L,18646,11.2,0.0,0.0,218.1,218.1,218.1,129.6,0.0,0.0,0.0,2.1,786.1
CEE4317A/1L,18763,52.4,0.0,0.0,"1,020.6","1,020.6","1,020.6",606.1,0.0,0.0,0.0,10.0,"3,678.0"
CEE4317A/1L,18929,0.8,0.0,0.0,15.6,15.6,15.6,9.3,0.0,0.0,0.0,0.2,56.2
CEE4585A/1B,18594,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,13.9
CEE4585A/1B,18646,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,8.1
CEE4585A/1B,18763,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,18.5
CEE4585A/1B,18900,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,4.8
CEE4585A/1B,18929,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6
CEE4638A/1,12047,12.2,0.0,182.6,182.6,182.6,182.6,62.7,0.0,0.0,0.0,0.0,793.0
CEE4638A/1,12526,33.5,0.0,501.3,501.3,501.3,501.3,172.3,0.0,0.0,0.0,0.0,"2,177.5"
CEE4638A/1,18553,31,0.0,463.9,463.9,463.9,463.9,159.4,0.0,0.0,0.0,0.0,"2,015.0"
CEE4638A/1,18646,8.8,0.0,131.7,131.7,131.7,131.7,45.3,0.0,0.0,0.0,0.0,572.0
CEE4638A/1,18679,6.8,0.0,101.8,101.8,101.8,101.8,35.0,0.0,0.0,0.0,0.0,442.0
CEE4638A/1,18929,1.3,0.0,19.5,19.5,19.5,19.5,6.7,0.0,0.0,0.0,0.0,84.5
CEE4638A/1,18966,6.4,0.0,95.8,95.8,95.8,95.8,32.9,0.0,0.0,0.0,0.0,416.0
CEE4690A/1,19062,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEE4751A/1,12078,13.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,6.6
CEE4751A/1,12526,30.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,15.3
CEE4751A/1,18233,21.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,10.9
CEE4751A/1,18376,7.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.9
CEE4751A/1,18454,13.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,6.6
CEE4751A/1,18594,13.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,6.6
CEE4763A/1,18306,11.32,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
CEE4763A/1,18376,9.47,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
CEE4763A/1,18594,16.51,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3
CEE4763A/1,18763,44.34,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2
CEE4763A/1,18865,7.04,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
CEE4763A/1,18961,11.32,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
CEE4780A/1,11759,15.16,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6
CEE4780A/1,18594,26.76,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4
CEE4780A/1,18725,10.7,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4
CEE4780A/1,18763,40.3,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2
CEE4780A/1,18865,7.08,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
CEE4783A/1,18229,14.03,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
CEE4783A/1,18306,9.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
CEE4783A/1,18513,14.03,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
CEE4783A/1,18594,24.75,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1
CEE4783A/1,18763,37.29,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8
CF 5502 STEP JACQ/0,18993,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5092/1,18845,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"15,758.0","15,758.0"
CF5105/0,18575,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"6,715.4","6,715.4"
CF5136/0,18638,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,139.6","1,139.6"
CF5138/0,18638,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.8,55.8
CF5261/STR,18903,100,0.0,0.0,0.0,0.0,0.0,"5,215.6","5,215.6","5,215.6","5,215.6","6,413.4","27,275.8"
CF5263/L,18788,100,0.0,0.0,0.0,279.6,"1,025.2","1,025.2","1,025.2",124.8,0.0,0.0,"3,480.0"
CF5321/LYC,13545,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
CF5321/LYC,18517,84.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3
CF5321/M2125,18517,84.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,64.5
CF5321/M2125,18974,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,11.7
CF5398/0,18510,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.7,311.7
CF5398/1,19078,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.6,67.6
CF5405/0,13561,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5405/0,18811,97.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5424/0,13561,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5424/0,18573,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5424/0,18804,53.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5432/0,13561,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5432/0,18573,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
CF5432/0,18732,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3
CF5432/0,18804,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6
CF5433/0,13561,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5433/0,18795,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5433/0,18804,53.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5434/0,13561,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5434/0,18573,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
CF5434/0,18804,76.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
CF5439/0,18811,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6
CF5439/0,18813,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6
CF5439/BKT2,18811,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5439/BKT2,18813,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5446/0,13794,29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5446/0,18573,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5446/0,18732,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5446/0,18763,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5451/0,13561,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5451/0,18774,96.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3
CF5461/1,13561,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5461/1,14242,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5461/1,18419,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5461/1,18573,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5461/2,13561,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5461/2,14242,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5461/2,18024,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5461/2,18573,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5462/0,18334,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
CF5462/0,18573,82.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7
CF5462/0,18599,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5463/0,13561,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5463/0,14223,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3
CF5463/0,18573,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1
CF5464/0,13545,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5464/0,18774,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5467/0,18774,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.5,245.5
CF5481/0,18415,75.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0
CF5481/0,18974,24.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
CF5482/0,13545,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6
CF5482/0,18415,81.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.6
CF5487/0,13561,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3
CF5487/0,18573,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,13.1
CF5487/0,19031,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.4
CF5488/0,13545,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5488/0,18415,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5489/A,13561,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5489/A,18865,93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5489/B,13561,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5489/B,18865,93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5489/C,13561,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5489/C,18865,93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5490/A,13561,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5490/A,18575,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9
CF5490/B,13561,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5490/B,18575,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5490/C,13561,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3
CF5490/C,18575,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,8.9
CF5491/0,9296,76.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5491/0,12150,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5491/NAT48,18865,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5491/NAT48,19077,76.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5493/0,9296,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5493/NAT48,19077,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5501/SLT,18334,91.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6
CF5501/TUB,18334,91.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5502/0,18993,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5504/0,19072,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.4,437.4
CF5509/0,13560,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5509/0,18612,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
