Yarn,Supplier,Description,Color,Inventory,Total Demand,Total Receipt,Balance,Past Due Receipts,,Demand This Week,Receipts This Week,Balance This Week,,Demand Week 31,Receipts Week 31,Balance Week 31,,Demand Week 32,Receipts Week 32,Balance Week 32,,Demand Week 33,Receipts Week 33,Balance Week 33,,Demand Week 34,Receipts Week 34,Balance Week 34,,Demand Week 35,Receipts Week 35,Balance Week 35,,Demand Week 36,Receipts Week 36,Balance Week 36,,Demand Week 37,Receipts Week 37,Balance Week 37,,Demand Week 38,Receipts Week 38,Balance Week 38,,Demand Later,Receipts Later,Balance Later
18372,DECA GLOBAL,1/150/36 100% Polyester Black ,Black,"2,553.3","2,828.8","2,500.0","2,224.5",0.0,,0.0,0.0,"2,553.3",,0.0,0.0,"2,553.3",,0.0,"2,500.0","5,053.3",,630.9,0.0,"4,422.4",,265.1,0.0,"4,157.3",,0.0,0.0,"4,157.3",,0.0,0.0,"4,157.3",,0.0,0.0,"4,157.3",,0.0,0.0,"4,157.3",,"1,932.8",0.0,"2,224.5"
18742,The LYCRA Company LLC,1/78/68 100% Nylon Natural ,Natural,"2,583.4",0.0,0.0,"2,583.4",0.0,,0.0,0.0,"2,583.4",,0.0,0.0,"2,583.4",,0.0,0.0,"2,583.4",,0.0,0.0,"2,583.4",,0.0,0.0,"2,583.4",,0.0,0.0,"2,583.4",,0.0,0.0,"2,583.4",,0.0,0.0,"2,583.4",,0.0,0.0,"2,583.4",,0.0,0.0,"2,583.4"
18832,HICKORY THROWING COMPANY,30/1 60/40 Recycled Polyester/Recycled Cotton Marino OE,Marino,"2,629.9",414.0,0.0,"2,215.9",0.0,,0.0,0.0,"2,629.9",,0.0,0.0,"2,629.9",,0.0,0.0,"2,629.9",,0.0,0.0,"2,629.9",,0.0,0.0,"2,629.9",,0.0,0.0,"2,629.9",,0.0,0.0,"2,629.9",,0.0,0.0,"2,629.9",,0.0,0.0,"2,629.9",,414.0,0.0,"2,215.9"
18233,PROMPTEX YARNS INC,1/150/48 100% Polyester BRT TRILOB ,BRT,"2,754.8","4,308.4","5,000.0","3,446.4",0.0,,84.5,0.0,"2,670.3",,0.0,"5,000.0","7,670.3",,0.0,0.0,"7,670.3",,554.8,0.0,"7,115.5",,233.2,0.0,"6,882.3",,576.7,0.0,"6,305.6",,83.3,0.0,"6,222.3",,0.0,0.0,"6,222.3",,0.0,0.0,"6,222.3",,"2,775.9",0.0,"3,446.4"
18363,PROMPTEX YARNS INC,1/75/36 100% Polyester BLK SOLDY STRLTS ,BLK SOLDY,"2,705.0",499.9,0.0,"2,205.1",0.0,,0.0,0.0,"2,705.0",,0.0,0.0,"2,705.0",,0.0,0.0,"2,705.0",,0.0,0.0,"2,705.0",,0.0,0.0,"2,705.0",,0.0,0.0,"2,705.0",,0.0,0.0,"2,705.0",,0.0,0.0,"2,705.0",,0.0,0.0,"2,705.0",,499.9,0.0,"2,205.1"
18993,DECA GLOBAL,1/75/36 100% Polyester Black ,Black,"2,736.9","3,506.0","36,704.2","35,935.1","36,704.2",,0.0,0.0,"2,736.9",,0.0,0.0,"2,736.9",,0.0,0.0,"2,736.9",,0.0,0.0,"2,736.9",,0.0,0.0,"2,736.9",,0.0,0.0,"2,736.9",,0.0,0.0,"2,736.9",,0.0,0.0,"2,736.9",,0.0,0.0,"2,736.9",,"3,506.0",0.0,-769.1
18758,PREMIERE FIBERS INC,1/100/34 100% Nylon Semi Dull RNDFDY ,Semi Dull,"3,207.8","1,139.4",0.0,"2,068.4",0.0,,464.0,0.0,"2,743.8",,464.0,0.0,"2,279.7",,211.4,0.0,"2,068.4",,0.0,0.0,"2,068.4",,0.0,0.0,"2,068.4",,0.0,0.0,"2,068.4",,0.0,0.0,"2,068.4",,0.0,0.0,"2,068.4",,0.0,0.0,"2,068.4",,0.0,0.0,"2,068.4"
18894,DECA GLOBAL,1/150/48 100% Polyester Torso Blue ,Torso Blue,"2,748.5","4,947.1","5,000.0","2,801.4",0.0,,0.0,0.0,"2,748.5",,0.0,"5,000.0","7,748.5",,"1,307.2",0.0,"6,441.2",,"1,307.2",0.0,"5,134.0",,643.5,0.0,"4,490.5",,482.0,0.0,"4,008.5",,0.0,0.0,"4,008.5",,0.0,0.0,"4,008.5",,0.0,0.0,"4,008.5",,"1,207.1",0.0,"2,801.4"
18598,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Paris Blue ,Paris Blue,"2,804.7","3,618.2",0.0,-813.4,0.0,,0.0,0.0,"2,804.7",,0.0,0.0,"2,804.7",,"1,318.3",0.0,"1,486.4",,"1,318.3",0.0,168.1,,759.8,0.0,-591.7,,129.6,0.0,-721.3,,0.0,0.0,-721.3,,0.0,0.0,-721.3,,0.0,0.0,-721.3,,92.2,0.0,-813.4
18341,UNIFI,1/70/36 100%RFLX Polyester Semi Dull S Non TS STRNTS ,Semi Dull,"2,851.6",47.8,0.0,"2,803.8",0.0,,0.0,0.0,"2,851.6",,0.0,0.0,"2,851.6",,0.0,0.0,"2,851.6",,0.0,0.0,"2,851.6",,0.0,0.0,"2,851.6",,0.0,0.0,"2,851.6",,0.0,0.0,"2,851.6",,0.0,0.0,"2,851.6",,0.0,0.0,"2,851.6",,47.8,0.0,"2,803.8"
18992,PARKDALE YARN MILLS,30/1 50/37/13 Polyester/Modal Rayon/Karded Cotton Natural RS,Natural,"2,899.4","1,309.2",0.0,"1,590.2",0.0,,0.0,0.0,"2,899.4",,0.0,0.0,"2,899.4",,0.0,0.0,"2,899.4",,0.0,0.0,"2,899.4",,0.0,0.0,"2,899.4",,0.0,0.0,"2,899.4",,0.0,0.0,"2,899.4",,0.0,0.0,"2,899.4",,0.0,0.0,"2,899.4",,"1,309.2",0.0,"1,590.2"
18522,PARKDALE YARN MILLS,28/1 100% Karded Cotton Natural OE,Natural,"2,969.0",8.2,0.0,"2,960.7",0.0,,0.0,0.0,"2,969.0",,0.0,0.0,"2,969.0",,0.0,0.0,"2,969.0",,0.0,0.0,"2,969.0",,0.0,0.0,"2,969.0",,0.0,0.0,"2,969.0",,0.0,0.0,"2,969.0",,0.0,0.0,"2,969.0",,0.0,0.0,"2,969.0",,8.2,0.0,"2,960.7"
19076,COMTRADE,24/1 100% Combed Cotton Natural RS,Natural,"2,982.9","2,592.9","8,400.0","8,790.0",0.0,,0.0,0.0,"2,982.9",,0.0,0.0,"2,982.9",,0.0,0.0,"2,982.9",,0.0,0.0,"2,982.9",,0.0,0.0,"2,982.9",,0.0,0.0,"2,982.9",,0.0,0.0,"2,982.9",,0.0,0.0,"2,982.9",,0.0,0.0,"2,982.9",,"2,592.9","8,400.0","8,790.0"
18910,PARKDALE YARN MILLS,30/1 99/1 Polyester Black 1% 99%natural poly/1%black poly MVS,Black 1%,"3,018.2","3,660.1",0.0,-641.9,0.0,,0.0,0.0,"3,018.2",,0.0,0.0,"3,018.2",,0.0,0.0,"3,018.2",,0.0,0.0,"3,018.2",,0.0,0.0,"3,018.2",,0.0,0.0,"3,018.2",,0.0,0.0,"3,018.2",,0.0,0.0,"3,018.2",,0.0,0.0,"3,018.2",,"3,660.1",0.0,-641.9
18900,PARKDALE YARN MILLS,30/1 96/4 Polyester Ashe 4% MVS,Ashe 4%,"3,032.7",290.8,0.0,"2,741.8",0.0,,0.0,0.0,"3,032.7",,0.0,0.0,"3,032.7",,0.0,0.0,"3,032.7",,0.0,0.0,"3,032.7",,0.0,0.0,"3,032.7",,286.0,0.0,"2,746.7",,0.0,0.0,"2,746.7",,0.0,0.0,"2,746.7",,0.0,0.0,"2,746.7",,4.8,0.0,"2,741.8"
18774,PARKDALE YARN MILLS,28/1 78/22 Modacrylic/Rayon Natural MVS,Natural,"3,167.9","2,206.5",0.0,961.4,0.0,,0.0,0.0,"3,167.9",,0.0,0.0,"3,167.9",,0.0,0.0,"3,167.9",,0.0,0.0,"3,167.9",,0.0,0.0,"3,167.9",,0.0,0.0,"3,167.9",,0.0,0.0,"3,167.9",,0.0,0.0,"3,167.9",,0.0,0.0,"3,167.9",,"2,206.5",0.0,961.4
18208,UNIFI,2/70/130 100% Polyester Heather SET TS ,Heather,"3,283.4","1,262.5",0.0,"2,020.9",0.0,,50.9,0.0,"3,232.5",,186.8,0.0,"3,045.7",,186.8,0.0,"2,859.0",,186.8,0.0,"2,672.2",,186.8,0.0,"2,485.4",,186.8,0.0,"2,298.7",,186.8,0.0,"2,111.9",,91.0,0.0,"2,020.9",,0.0,0.0,"2,020.9",,0.0,0.0,"2,020.9"
7726,PARKDALE YARN MILLS,12/1 100% Karded Cotton Natural OE,Natural,"3,298.7",28.6,0.0,"3,270.1",0.0,,0.0,0.0,"3,298.7",,0.0,0.0,"3,298.7",,0.0,0.0,"3,298.7",,0.0,0.0,"3,298.7",,0.0,0.0,"3,298.7",,0.0,0.0,"3,298.7",,0.0,0.0,"3,298.7",,0.0,0.0,"3,298.7",,0.0,0.0,"3,298.7",,28.6,0.0,"3,270.1"
18454,MERIDIAN SPECIALTY YARN GROUP INC,1/150/34 100% Polyester MOCHA ,MOCHA,"3,515.3",426.5,0.0,"3,088.8",0.0,,166.5,0.0,"3,348.8",,0.0,0.0,"3,348.8",,0.0,0.0,"3,348.8",,0.0,0.0,"3,348.8",,0.0,0.0,"3,348.8",,0.0,0.0,"3,348.8",,0.0,0.0,"3,348.8",,0.0,0.0,"3,348.8",,0.0,0.0,"3,348.8",,260.0,0.0,"3,088.8"
18638,PARKDALE YARN MILLS,30/1 50/50 Polyester/Cotton Natural RS,Natural,"3,367.1","1,195.4",0.0,"2,171.7",0.0,,0.0,0.0,"3,367.1",,0.0,0.0,"3,367.1",,0.0,0.0,"3,367.1",,0.0,0.0,"3,367.1",,0.0,0.0,"3,367.1",,0.0,0.0,"3,367.1",,0.0,0.0,"3,367.1",,0.0,0.0,"3,367.1",,0.0,0.0,"3,367.1",,"1,195.4",0.0,"2,171.7"
18904,CS AMERICA,1/150/36 100% Polyester China Grey Set ,China Grey,"3,527.6","5,423.9","9,617.0","7,720.7",17.0,,153.8,0.0,"3,373.8",,581.9,0.0,"2,791.9",,581.9,0.0,"2,210.0",,581.9,0.0,"1,628.1",,581.9,0.0,"1,046.2",,147.3,0.0,898.8,,0.0,"2,400.0","3,298.8",,0.0,0.0,"3,298.8",,0.0,0.0,"3,298.8",,"2,795.1","7,200.0","7,703.7"
18024,UNIFI,1/70/34 100% Nylon Black STR ,Black,"3,551.3",0.0,0.0,"3,551.3",0.0,,0.0,0.0,"3,551.3",,0.0,0.0,"3,551.3",,0.0,0.0,"3,551.3",,0.0,0.0,"3,551.3",,0.0,0.0,"3,551.3",,0.0,0.0,"3,551.3",,0.0,0.0,"3,551.3",,0.0,0.0,"3,551.3",,0.0,0.0,"3,551.3",,0.0,0.0,"3,551.3"
19020,R BELDA LLORENS,30/1 55/45 Recycled Polyester/Recycled Cotton Indigo V 169 RS,Indigo,"3,635.7","2,960.4",0.0,675.2,0.0,,0.0,0.0,"3,635.7",,0.0,0.0,"3,635.7",,0.0,0.0,"3,635.7",,0.0,0.0,"3,635.7",,0.0,0.0,"3,635.7",,0.0,0.0,"3,635.7",,0.0,0.0,"3,635.7",,0.0,0.0,"3,635.7",,0.0,0.0,"3,635.7",,"2,960.4",0.0,675.2
18737,MUTU GADING TEKSTIL,1/150/48 100% Polyester Cashmere PL5402-01 ,Cashmere,"3,926.5","2,498.5","9,514.8","10,942.8","9,514.8",,127.5,0.0,"3,799.0",,0.0,0.0,"3,799.0",,0.0,0.0,"3,799.0",,0.0,0.0,"3,799.0",,0.0,0.0,"3,799.0",,0.0,0.0,"3,799.0",,0.0,0.0,"3,799.0",,0.0,0.0,"3,799.0",,0.0,0.0,"3,799.0",,"2,371.0",0.0,"1,428.0"
18667,MERIDIAN SPECIALTY YARN GROUP INC,1/150/34 100% Polyester Dusk Blue 4015-01607-A ,Dusk Blue,"4,041.6",306.5,0.0,"3,735.2",0.0,,0.0,0.0,"4,041.6",,0.0,0.0,"4,041.6",,0.0,0.0,"4,041.6",,0.0,0.0,"4,041.6",,0.0,0.0,"4,041.6",,0.0,0.0,"4,041.6",,0.0,0.0,"4,041.6",,0.0,0.0,"4,041.6",,0.0,0.0,"4,041.6",,306.5,0.0,"3,735.2"
18712,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester ST LUCIA 4015-01684-A  ,ST LUCIA,"4,084.3","7,191.8","10,000.0","6,892.6",0.0,,0.0,0.0,"4,084.3",,0.0,0.0,"4,084.3",,0.0,0.0,"4,084.3",,0.0,"2,500.0","6,584.3",,0.0,0.0,"6,584.3",,0.0,"2,500.0","9,084.3",,0.0,0.0,"9,084.3",,0.0,"2,500.0","11,584.3",,0.0,0.0,"11,584.3",,"7,191.8","2,500.0","6,892.6"
18615,AKRA POLYESTER GROUP/DAK,1/150/36 100% Polyester South Sea ,South Sea,"4,285.0",5.0,0.0,"4,280.0",0.0,,5.0,0.0,"4,280.0",,0.0,0.0,"4,280.0",,0.0,0.0,"4,280.0",,0.0,0.0,"4,280.0",,0.0,0.0,"4,280.0",,0.0,0.0,"4,280.0",,0.0,0.0,"4,280.0",,0.0,0.0,"4,280.0",,0.0,0.0,"4,280.0",,0.0,0.0,"4,280.0"
12150,UNIFI,1/70/34 100% Polyester Black SATURA ,Black,"4,284.5",0.0,0.0,"4,284.5",0.0,,0.0,0.0,"4,284.5",,0.0,0.0,"4,284.5",,0.0,0.0,"4,284.5",,0.0,0.0,"4,284.5",,0.0,0.0,"4,284.5",,0.0,0.0,"4,284.5",,0.0,0.0,"4,284.5",,0.0,0.0,"4,284.5",,0.0,0.0,"4,284.5",,0.0,0.0,"4,284.5"
18306,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester NEWROBEGG NTS ,NEWROBEGG,"4,352.1",10.1,0.0,"4,342.0",0.0,,10.1,0.0,"4,342.0",,0.0,0.0,"4,342.0",,0.0,0.0,"4,342.0",,0.0,0.0,"4,342.0",,0.0,0.0,"4,342.0",,0.0,0.0,"4,342.0",,0.0,0.0,"4,342.0",,0.0,0.0,"4,342.0",,0.0,0.0,"4,342.0",,0.0,0.0,"4,342.0"
19054,BUHLER QUALITY YARNS CORP,30/1 85/15 Modacrylic/Tencel Natural Protex C - G100 RS,Natural,"1,858.7","5,194.4","7,496.8","4,161.1","2,496.8",,0.0,"2,500.0","4,358.7",,0.0,"2,500.0","6,858.7",,403.0,0.0,"6,455.7",,"1,477.6",0.0,"4,978.1",,465.8,0.0,"4,512.3",,0.0,0.0,"4,512.3",,0.0,0.0,"4,512.3",,0.0,0.0,"4,512.3",,0.0,0.0,"4,512.3",,"2,848.0",0.0,"1,664.3"
18707,PREMIERE FIBERS INC,1/140/34 100% Nylon Semi Dull ,Semi Dull,"6,744.8","11,515.0","6,343.0","1,572.8","4,343.0",,"2,384.5",0.0,"4,360.3",,"2,384.5","2,000.0","3,975.8",,"1,887.2",0.0,"2,088.6",,"1,471.0",0.0,617.6,,"1,471.0",0.0,-853.5,,"1,471.0",0.0,"-2,324.5",,445.7,0.0,"-2,770.2",,0.0,0.0,"-2,770.2",,0.0,0.0,"-2,770.2",,0.0,0.0,"-2,770.2"
18573,SPUNLAB,36/1 55/45 Modacrylic/Karded Cotton Natural Protex C RS,Natural,"4,416.1",15.2,0.0,"4,400.9",0.0,,0.0,0.0,"4,416.1",,0.0,0.0,"4,416.1",,0.0,0.0,"4,416.1",,0.0,0.0,"4,416.1",,0.0,0.0,"4,416.1",,0.0,0.0,"4,416.1",,0.0,0.0,"4,416.1",,0.0,0.0,"4,416.1",,0.0,0.0,"4,416.1",,15.2,0.0,"4,400.9"
19049,NANY,1/150/48 100% Polyester Bright Trilobal Flat ,Bright,"4,536.8",107.9,0.0,"4,428.9",0.0,,0.0,0.0,"4,536.8",,0.0,0.0,"4,536.8",,0.0,0.0,"4,536.8",,0.0,0.0,"4,536.8",,0.0,0.0,"4,536.8",,0.0,0.0,"4,536.8",,0.0,0.0,"4,536.8",,0.0,0.0,"4,536.8",,0.0,0.0,"4,536.8",,107.9,0.0,"4,428.9"
18469,HYOSUNG HOLDINGS USA INC,1/50/1 100% Polyester Semi Dull Monofilament ,Semi Dull,"4,540.2",151.7,0.0,"4,388.5",0.0,,0.0,0.0,"4,540.2",,0.0,0.0,"4,540.2",,0.0,0.0,"4,540.2",,0.0,0.0,"4,540.2",,0.0,0.0,"4,540.2",,0.0,0.0,"4,540.2",,0.0,0.0,"4,540.2",,0.0,0.0,"4,540.2",,0.0,0.0,"4,540.2",,151.7,0.0,"4,388.5"
18290,UNIFI,1/150/34 100% Polyester DAWN GREY ,DAWN GREY,"4,622.9","6,283.0","2,400.0",739.9,0.0,,79.2,0.0,"4,543.7",,0.0,0.0,"4,543.7",,0.0,0.0,"4,543.7",,0.0,"1,200.0","5,743.7",,0.0,"1,200.0","6,943.7",,0.0,0.0,"6,943.7",,0.0,0.0,"6,943.7",,0.0,0.0,"6,943.7",,0.0,0.0,"6,943.7",,"6,203.8",0.0,739.9
18575,PARKDALE YARN MILLS,30/1 100% Combed Cotton Natural z RS,Natural,"4,728.4","6,725.2",0.0,"-1,996.8",0.0,,0.0,0.0,"4,728.4",,0.0,0.0,"4,728.4",,0.0,0.0,"4,728.4",,0.0,0.0,"4,728.4",,0.0,0.0,"4,728.4",,0.0,0.0,"4,728.4",,0.0,0.0,"4,728.4",,0.0,0.0,"4,728.4",,0.0,0.0,"4,728.4",,"6,725.2",0.0,"-1,996.8"
18673,DECA GLOBAL,1/150/48 100% Polyester Cool Grey 7445-02 ,Cool Grey,"4,775.2",711.0,0.0,"4,064.2",0.0,,0.0,0.0,"4,775.2",,0.0,0.0,"4,775.2",,0.0,0.0,"4,775.2",,0.0,0.0,"4,775.2",,0.0,0.0,"4,775.2",,621.2,0.0,"4,154.0",,89.8,0.0,"4,064.2",,0.0,0.0,"4,064.2",,0.0,0.0,"4,064.2",,0.0,0.0,"4,064.2"
18970,PARKDALE YARN MILLS,20/1 85/15 Modacrylic/Tencel Natural MVS,Natural,"4,827.7","4,394.7",0.0,433.0,0.0,,0.0,0.0,"4,827.7",,"1,067.0",0.0,"3,760.7",,0.0,0.0,"3,760.7",,0.0,0.0,"3,760.7",,0.0,0.0,"3,760.7",,0.0,0.0,"3,760.7",,0.0,0.0,"3,760.7",,0.0,0.0,"3,760.7",,0.0,0.0,"3,760.7",,"3,327.7",0.0,433.0
14242,SPUNLAB,36/1 85/15 Modacrylic/Tencel Natural G100 RS,Natural,"4,841.9","1,371.1",0.0,"3,470.8",0.0,,0.0,0.0,"4,841.9",,0.0,0.0,"4,841.9",,0.0,0.0,"4,841.9",,0.0,0.0,"4,841.9",,0.0,0.0,"4,841.9",,0.0,0.0,"4,841.9",,0.0,0.0,"4,841.9",,0.0,0.0,"4,841.9",,0.0,0.0,"4,841.9",,"1,371.1",0.0,"3,470.8"
18869,UNIFI,1/150/34 100% Polyester Black SET Sorbtek ,Black,"5,473.4","1,085.8",0.0,"4,387.6",0.0,,442.2,0.0,"5,031.2",,442.2,0.0,"4,589.1",,201.4,0.0,"4,387.6",,0.0,0.0,"4,387.6",,0.0,0.0,"4,387.6",,0.0,0.0,"4,387.6",,0.0,0.0,"4,387.6",,0.0,0.0,"4,387.6",,0.0,0.0,"4,387.6",,0.0,0.0,"4,387.6"
19057,BUHLER QUALITY YARNS CORP,28/1 78/22 Modacrylic/Rayon Natural FR RS,Natural,"12,762.4","7,950.6","12,118.9","16,930.7","12,118.9",,"7,370.3",0.0,"5,392.1",,580.3,0.0,"4,811.8",,0.0,0.0,"4,811.8",,0.0,0.0,"4,811.8",,0.0,0.0,"4,811.8",,0.0,0.0,"4,811.8",,0.0,0.0,"4,811.8",,0.0,0.0,"4,811.8",,0.0,0.0,"4,811.8",,0.0,0.0,"4,811.8"
19046,DUNAWAY YARNS INC,24/1 96/4 Polyester Black 4% RS,Black 4%,"7,635.7","33,981.1","55,859.7","29,514.3","-2,060.6",,0.0,"-2,059.7","5,576.0",,0.0,"4,995.0","10,571.0",,0.0,"4,995.0","15,566.0",,0.0,"4,995.0","20,561.0",,0.0,"4,995.0","25,556.0",,0.0,0.0,"25,556.0",,0.0,0.0,"25,556.0",,0.0,0.0,"25,556.0",,0.0,0.0,"25,556.0",,"33,981.1","40,000.0","31,574.9"
19045,Hamiliton,24/1 100% Combed Cotton Natural RS,Natural,"5,622.6","8,039.9","2,000.0",-417.3,"2,000.0",,0.0,0.0,"5,622.6",,0.0,0.0,"5,622.6",,0.0,0.0,"5,622.6",,0.0,0.0,"5,622.6",,0.0,0.0,"5,622.6",,0.0,0.0,"5,622.6",,0.0,0.0,"5,622.6",,0.0,0.0,"5,622.6",,0.0,0.0,"5,622.6",,"8,039.9",0.0,"-2,417.3"
18998,DECA GLOBAL,24/1 95/5 Polyester Black 5% RS,Black 5%,"5,770.9",0.0,"7,517.4","13,288.3","7,517.4",,0.0,0.0,"5,770.9",,0.0,0.0,"5,770.9",,0.0,0.0,"5,770.9",,0.0,0.0,"5,770.9",,0.0,0.0,"5,770.9",,0.0,0.0,"5,770.9",,0.0,0.0,"5,770.9",,0.0,0.0,"5,770.9",,0.0,0.0,"5,770.9",,0.0,0.0,"5,770.9"
18770,SPUNLAB,28/1 78/22 Modacrylic/Rayon Natural FR Rayon RS,Natural,"6,120.9","7,203.4",0.0,"-1,082.4",0.0,,0.0,0.0,"6,120.9",,0.0,0.0,"6,120.9",,0.0,0.0,"6,120.9",,0.0,0.0,"6,120.9",,0.0,0.0,"6,120.9",,0.0,0.0,"6,120.9",,0.0,0.0,"6,120.9",,0.0,0.0,"6,120.9",,0.0,0.0,"6,120.9",,"7,203.4",0.0,"-1,082.4"
18988,OMARA TEXTILES,1/150/36 100% Polyester Raspberry SA1912M1 ,Raspberry,"6,339.0",0.0,"2,507.0","8,846.0","2,507.0",,0.0,0.0,"6,339.0",,0.0,0.0,"6,339.0",,0.0,0.0,"6,339.0",,0.0,0.0,"6,339.0",,0.0,0.0,"6,339.0",,0.0,0.0,"6,339.0",,0.0,0.0,"6,339.0",,0.0,0.0,"6,339.0",,0.0,0.0,"6,339.0",,0.0,0.0,"6,339.0"
19077,SAPONA,1/150/48 100% Polyester Natural ,Natural,"6,413.0",0.0,0.0,"6,413.0",0.0,,0.0,0.0,"6,413.0",,0.0,0.0,"6,413.0",,0.0,0.0,"6,413.0",,0.0,0.0,"6,413.0",,0.0,0.0,"6,413.0",,0.0,0.0,"6,413.0",,0.0,0.0,"6,413.0",,0.0,0.0,"6,413.0",,0.0,0.0,"6,413.0",,0.0,0.0,"6,413.0"
18669,CS AMERICA,1/75/72 100% Polyester Natural ,Natural,"6,905.6","4,078.7",0.0,"2,826.9",0.0,,0.0,0.0,"6,905.6",,0.0,0.0,"6,905.6",,0.0,0.0,"6,905.6",,0.0,0.0,"6,905.6",,0.0,0.0,"6,905.6",,0.0,0.0,"6,905.6",,0.0,0.0,"6,905.6",,0.0,0.0,"6,905.6",,0.0,0.0,"6,905.6",,"4,078.7",0.0,"2,826.9"
18645,BUHLER QUALITY YARNS CORP,24/1 85/15 Modacrylic/Tencel Natural MVS,Natural,"4,429.5","7,202.7","10,585.8","7,812.6",85.8,,0.0,"3,500.0","7,929.5",,0.0,"3,500.0","11,429.5",,558.8,"3,500.0","14,370.7",,"2,048.9",0.0,"12,321.7",,645.9,0.0,"11,675.9",,0.0,0.0,"11,675.9",,0.0,0.0,"11,675.9",,0.0,0.0,"11,675.9",,0.0,0.0,"11,675.9",,"3,949.1",0.0,"7,726.8"
18019,PARKDALE YARN MILLS,18/1 100% Karded Cotton Natural OE,Natural,"8,557.4","20,387.5","8,298.0","-3,532.0","-6,051.0",,0.0,749.0,"9,306.4",,"6,015.2",0.0,"3,291.3",,"6,015.2",0.0,"-2,723.9",,"6,015.2","6,800.0","-1,939.1",,"2,299.4",0.0,"-4,238.5",,0.0,0.0,"-4,238.5",,0.0,"6,800.0","2,561.5",,0.0,0.0,"2,561.5",,0.0,0.0,"2,561.5",,42.6,0.0,"2,519.0"
10795,UNIFI,1/1950/408 100% Polyester BEIGEHEAT ,BEIGEHEAT,"9,768.2","2,091.2",0.0,"7,677.1",0.0,,0.0,0.0,"9,768.2",,0.0,0.0,"9,768.2",,0.0,0.0,"9,768.2",,0.0,0.0,"9,768.2",,0.0,0.0,"9,768.2",,0.0,0.0,"9,768.2",,0.0,0.0,"9,768.2",,0.0,0.0,"9,768.2",,0.0,0.0,"9,768.2",,"2,091.2",0.0,"7,677.1"
18927,DECA GLOBAL,2/300/72 100% Polyester Semi Dull SH LIM Recycled ,Semi Dull,"10,126.4","21,606.5","41,006.4","29,526.4","41,006.4",,0.0,0.0,"10,126.4",,0.0,0.0,"10,126.4",,"2,625.9",0.0,"7,500.5",,"2,625.9",0.0,"4,874.6",,"2,625.9",0.0,"2,248.6",,"2,625.9",0.0,-377.3,,"2,625.9",0.0,"-3,003.3",,"2,445.0",0.0,"-5,448.3",,"1,090.8",0.0,"-6,539.1",,"4,940.9",0.0,"-11,480.0"
10027,UNIFI,2/150/34 100% Polyester SOLDY BLK SET W/ TACKS SATURA ,SOLDY BLK,"7,983.6","14,378.7","2,559.7","-3,835.4","-3,289.9",,0.0,"2,349.6","10,333.2",,0.0,0.0,"10,333.2",,0.0,0.0,"10,333.2",,0.0,"3,500.0","13,833.2",,0.0,0.0,"13,833.2",,0.0,0.0,"13,833.2",,0.0,0.0,"13,833.2",,0.0,0.0,"13,833.2",,0.0,0.0,"13,833.2",,"14,378.7",0.0,-545.5
18620,UNIFI,1/150/34 100% Polyester Natural SET TS (REPREVE) 56TPC ,Natural,"11,054.2",51.1,0.0,"11,003.1",0.0,,0.0,0.0,"11,054.2",,0.0,0.0,"11,054.2",,0.0,0.0,"11,054.2",,0.0,0.0,"11,054.2",,0.0,0.0,"11,054.2",,0.0,0.0,"11,054.2",,0.0,0.0,"11,054.2",,0.0,0.0,"11,054.2",,0.0,0.0,"11,054.2",,51.1,0.0,"11,003.1"
14148,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Cool Grey ,Cool Grey,"11,210.4",6.7,0.0,"11,203.7",0.0,,6.7,0.0,"11,203.7",,0.0,0.0,"11,203.7",,0.0,0.0,"11,203.7",,0.0,0.0,"11,203.7",,0.0,0.0,"11,203.7",,0.0,0.0,"11,203.7",,0.0,0.0,"11,203.7",,0.0,0.0,"11,203.7",,0.0,0.0,"11,203.7",,0.0,0.0,"11,203.7"
18594,VERTEX,1/300/120 100% Polyethylene Natural ,Natural,"7,814.4","25,984.9","76,212.0","58,041.5","10,712.0",,240.0,"5,000.0","12,574.4",,711.9,0.0,"11,862.5",,"2,998.0","5,000.0","13,864.5",,"2,998.0",0.0,"10,866.5",,"2,998.0","5,000.0","12,868.5",,"2,998.0",0.0,"9,870.5",,"2,998.0","5,000.0","11,872.5",,"2,476.7",0.0,"9,395.9",,960.0,"11,375.0","19,810.8",,"6,606.3","34,125.0","47,329.5"
12526,UNIFI,1/300/68 100% Polyester Natural Non-Compliant STRNTS ,Natural,"13,220.3","25,019.8","9,510.3","-2,289.2",-257.2,,367.2,-232.5,"12,620.5",,715.8,"5,000.0","16,904.7",,"1,262.9","5,000.0","20,641.8",,"1,710.7",0.0,"18,931.1",,"1,451.1",0.0,"17,480.0",,"1,595.0",0.0,"15,885.0",,792.3,0.0,"15,092.7",,651.6,0.0,"14,441.1",,547.1,0.0,"13,894.0",,"15,926.0",0.0,"-2,032.0"
