Status,CSR,Unit Price,Quoted Date,cFVersion,fBase,On Hold,Ordered,Picked/Shipped,Balance,Available,UOM,SOP,PO #,Sold To,Ship To,Ship Date
Open,Genita Harris,$12.55 (yds),8/15/2025,701SM0824,701SM0824/0,"<div id='holdButton_25106' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(25106,0)'></i></div>",500,0.0,500.0,0.0,yds,SP2507108/1,1008229-1,Sears Manufacturing Co.,Sears (River Drive),
Open,Genita Harris,$11.47 (lbs),4/25/2025,2140390,2140390/FF,"<div id='holdButton_24949' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24949,0)'></i></div>",931,0.0,931.0,668.2,lbs,SP2504038/1,105870,Gates PT Spain S.L.,Gates PT Spain S.L.,
Open,Genita Harris,$11.47 (lbs),8/5/2025,2140390,2140390/FF,"<div id='holdButton_24121' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24121,0)'></i></div>","1,600",0.0,"1,600.0",668.2,lbs,SP2505196/1,106240,Gates PT Spain S.L.,Gates PT Spain S.L.,
Open,Genita Harris,$11.47 (lbs),8/26/2025,2140390,2140390/FF,"<div id='holdButton_24224' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24224,0)'></i></div>","1,600",0.0,"1,600.0",668.2,lbs,SP2506005/1,106252,Gates PT Spain S.L.,Gates PT Spain S.L.,
Open,Brittany Lee,$10.50 (yds),6/20/2025,CT1577-GS1,CT1577-GS1/0,"<div id='holdButton_24309' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24309,0)'></i></div>","1,000",0.0,"1,000.0",0.0,yds,SP2506046/2,18636,Reliefmart/Ultrabed,Specialty Mattress Inc,
Open,Brittany Lee,$17.37 (each),8/8/2025,CT2935-1,CT2935-1/0,"<div id='holdButton_23935' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(23935,1)'></i></div>",600,0.0,600.0,"1,499.0",panels,SP2505116/2,PO-ES-16203,Zonkd Limitada de CV,Zonkd Limitada de CV,
Open,Brittany Lee,$17.37 (each),8/8/2025,CT2935-1,CT2935-1/0,"<div id='holdButton_24509' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(24509,1)'></i></div>",400,0.0,400.0,"1,499.0",panels,SP2506133/2,PO-ES-16398,Zonkd Limitada de CV,Zonkd Limitada de CV,
Open,Brittany Lee,$22.03 (each),8/8/2025,CT2936-1,CT2936-1/0,"<div id='holdButton_24510' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(24510,1)'></i></div>",400,0.0,400.0,"1,268.0",panels,SP2506133/1,PO-ES-16398,Zonkd Limitada de CV,Zonkd Limitada de CV,
Open,Brittany Lee,$22.03 (each),8/8/2025,CT2936-1,CT2936-1/0,"<div id='holdButton_23937' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(23937,1)'></i></div>",900,0.0,900.0,"1,268.0",panels,SP2505116/1,PO-ES-16203,Zonkd Limitada de CV,Zonkd Limitada de CV,
Open,Brittany Lee,$7.45 (yds),8/29/2025,CT2913-2,CT2913-2/0,"<div id='holdButton_25284' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(25284,0)'></i></div>","10,000",0.0,"10,000.0",0.0,yds,SP2507196/1,46789,Custom Comfort Mattress,Custom Comfort Mattress,
Open,Brittany Lee,$13.85 (yds),7/24/2025,C1B3225-1,C1B3225-1/0,"<div id='holdButton_25234' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(25234,0)'></i></div>",12,0.0,12.0,0.0,yds,SP2507176/4,44371,Southerland Inc,Southerland Inc - OK,
Open,Sample,$0 (yds),,CMJ3163-6,CMJ3163-6/0,"<div id='holdButton_22596' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(22596,0)'></i></div>",30,0.0,30.0,0.0,yds,SP2502059/2,CF0272,Samples,TWE NONWOVENS,
Open,Brittany Lee,$13.25 (yds),8/1/2025,CEE3267-3,CEE3267-3/0,"<div id='holdButton_24981' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24981,0)'></i></div>",500,0.0,500.0,0.0,yds,SP2507057/1,001,Dream Time Bedding,Dream Time Bedding,
Open,Brittany Lee,$0 (yds),4/10/2024,C1B2946-2CZ35,C1B2946-2CZ35/18s,"<div id='holdButton_21204' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(21204,1)'></i></div>",606,0.0,606.0,340.8,yds,SP2410204/1,041024-2,SALT LAKE MATTRESS AND MFG (Serta),SALT LAKE MFG -Serta,
Open,Brittany Lee,$4.99 (yds),8/8/2025,CMR3513-2,CMR3513-2/0,"<div id='holdButton_25167' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(25167,0)'></i></div>","1,000",0.0,"1,000.0","3,648.7",yds,SP2507143/1,232-051,Prana Sleep,Prana Sleep,
Open,Alicia Lutz,$0.01 (yds),8/6/2025,CF5136-0,CF5136-0/0,"<div id='holdButton_25143' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(25143,0)'></i></div>","1,034",0.0,"1,034.0",0.0,yds,SP2507128/1,Innovative Email 7/15,Creative Cut & Sew,Hemingway Sewing Solutions,
Open,Alicia Lutz,$0.01 (yds),8/6/2025,CF5138-0,CF5138-0/0,"<div id='holdButton_25144' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(25144,0)'></i></div>",42,0.0,42.0,0.0,yds,SP2507128/2,Innovative Email 7/15,Creative Cut & Sew,Hemingway Sewing Solutions,
Open,Alicia Lutz,$0.01 (yds),8/13/2025,FAB310-40RP-TRU,FAB310-40RP-TRU/0,"<div id='holdButton_25241' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(25241,0)'></i></div>","1,157",0.0,"1,157.0",0.0,yds,SP2507177/1,Email 7/22,Creative Cut & Sew,Hemingway Sewing Solutions,
Open,Alicia Lutz,$0.01 (yds),8/13/2025,FAB320-40RP-TRU,FAB320-40RP-TRU/0,"<div id='holdButton_25240' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(25240,0)'></i></div>",46,0.0,46.0,0.0,yds,SP2507177/2,Email 7/22,Creative Cut & Sew,Hemingway Sewing Solutions,
Open,Brittany Lee,$0.01 (yds),5/30/2025,CEE2747-1,CEE2747-1/0,"<div id='holdButton_23756' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(23756,1)'></i></div>",680,0.0,680.0,0.0,yds,SP2505030/1,Purple,Creative Cut & Sew,Creative Cut & Sew,
Open,Brittany Lee,$0.01 (yds),5/23/2025,CEE2745-1,CEE2745-1/0,"<div id='holdButton_23754' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(23754,1)'></i></div>",340,0.0,340.0,0.0,yds,SP2505028/1,Purple,Creative Cut & Sew,Creative Cut & Sew,
Open,Brittany Lee,$1.33 (yds),8/8/2025,CT2155-1,CT2155-1/0,"<div id='holdButton_25147' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(25147,0)'></i></div>","6,000",0.0,"6,000.0","24,308.0",yds,SP2507130/1,610-068456-1,SEALY INC,Tempur Sealy Duffield LOC 610,
Open,Sample,$0 (yds),,CT2155-1,CT2155-1/0,"<div id='holdButton_24823' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24823,0)'></i></div>",50,0.0,50.0,"24,308.0",yds,SP2506241/1,062725,Samples,Samples Shipped,
Open,Sample,$0 (yds),,CT2155-1,CT2155-1/0,"<div id='holdButton_22597' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(22597,0)'></i></div>",20,0.0,20.0,"24,308.0",yds,SP2502059/1,CF0272,Samples,TWE NONWOVENS,
Open,Brittany Lee,$0 (yds),10/18/2024,CEE3837-1,CEE3837-1/0,"<div id='holdButton_20990' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(20990,1)'></i></div>","1,000",0.0,"1,000.0",170.5,yds,SP2410083/1,Laurie Blanket,Restonic,Restonic,
Open,Brittany Lee,$9.95 (yds),9/19/2025,C1B4014-1,C1B4014-1/0,"<div id='holdButton_24590' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(24590,1)'></i></div>","2,000",0.0,"2,000.0",141.4,yds,SP2506170/1,B741,Paramount Industrial Co Inc,Paramount Industrial Co Inc,
Open,Brittany Lee,$10.45 (yds),8/15/2025,C1B4014-1,C1B4014-1/0,"<div id='holdButton_25163' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(25163,0)'></i></div>",300,0.0,300.0,141.4,yds,SP2507142/3,00123925,Dynasty Consolidated DBA Sleeptronic,Sleeptronic,
Open,Alicia Lutz,$0.01 (yds),7/17/2025,CF5105-BLK,CF5105-BLK/0,"<div id='holdButton_24575' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24575,0)'></i></div>","2,100",0.0,"2,100.0",594.0,yds,SP2506163/1,Email 6/17,Creative Cut & Sew,Hemingway Sewing Solutions,
Open,Alicia Lutz,$0.01 (yds),7/23/2025,CF5109-BLK,CF5109-BLK/0,"<div id='holdButton_25208' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(25208,0)'></i></div>",85,0.0,85.0,34.0,yds,SP2507166/1,Kenny VMail 7/22,Creative Cut & Sew,Hemingway Sewing Solutions,
Open,Alicia Lutz,$0.01 (yds),7/17/2025,CF5109-BLK,CF5109-BLK/0,"<div id='holdButton_24574' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24574,0)'></i></div>",90,0.0,90.0,34.0,yds,SP2506163/2,Email 6/17,Creative Cut & Sew,Hemingway Sewing Solutions,
Open,Brittany Lee,$14.95 (kg),3/27/2024,40-21-41025,CF5380-0/SF,"<div id='holdButton_18057' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(18057,1)'></i></div>","5,331",,"5,331.0",218.1,kg,SP2403185/1,66669,Purple Innovations LLC        2,Purple Innovation (GA),
Open,Brittany Lee,$13.75 (yds),9/16/2025,C1B3987-1,C1B3987-1/0,"<div id='holdButton_24502' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(24502,1)'></i></div>","2,500",0.0,"2,500.0","2,928.1",yds,SP2506129/3,232-048 Blanket,Prana Sleep,Prana Sleep,
Open,Brittany Lee,$12.50 (yds),8/8/2025,CEE4293-1,CEE4293-1/0,"<div id='holdButton_25126' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(25126,0)'></i></div>",100,0.0,100.0,0.0,yds,SP2507118/1,45160,BROOKLYN BEDDING,BROOKLYN BEDDING,
Open,Brittany Lee,$12.50 (yds),8/8/2025,CEE4293-1,CEE4293-1/0,"<div id='holdButton_25222' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(25222,0)'></i></div>",200,0.0,200.0,0.0,yds,SP2507172/1,45988,BROOKLYN BEDDING,BROOKLYN BEDDING,
Open,Alicia Lutz,$0.01 (yds),8/20/2025,CF5105-NVY,CF5105-NVY/0,"<div id='holdButton_25286' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(25286,0)'></i></div>","1,050",0.0,"1,050.0",0.0,yds,SP2507197/1,Email 7/25,Creative Cut & Sew,Hemingway Sewing Solutions,
Open,Alicia Lutz,$0.01 (yds),8/20/2025,CF5109-NVY,CF5109-NVY/0,"<div id='holdButton_25285' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(25285,0)'></i></div>",43,0.0,43.0,0.0,yds,SP2507197/2,Email 7/25,Creative Cut & Sew,Hemingway Sewing Solutions,
Open,Brittany Lee,$14.95 (kg),3/15/2024,40-21-41025,CF5394-0/0,"<div id='holdButton_17243' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(17243,1)'></i></div>","6,000",,"6,000.0","4,883.1",kg,SP2402020/1,67845,Purple Innovations LLC        2,Purple Innovation (GA),
Open,Brittany Lee,$14.95 (kg),5/8/2024,40-21-41025,CF5394-0/0,"<div id='holdButton_18785' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(18785,1)'></i></div>","5,331",,"5,331.0","4,883.1",kg,SP2403185/2,66669,Purple Innovations LLC        2,Purple Innovation (GA),
Open,Brittany Lee,$13.25 (yds),4/18/2025,CEE3065-2CZ35,CEE3065-2CZ35/0,"<div id='holdButton_22708' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(22708,1)'></i></div>",500,0.0,500.0,"1,097.3",yds,SP2502132/1,25-00044,MIDWEST SLEEP,MIDWEST SLEEP,
Open,Alicia Lutz,$0.01 (yds),7/17/2025,CF5105-OLV,CF5105-OLV/0,"<div id='holdButton_24577' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24577,0)'></i></div>","2,100",0.0,"2,100.0",0.0,yds,SP2506164/1,Email 6/17,Creative Cut & Sew,Hemingway Sewing Solutions,
Open,Alicia Lutz,$0.01 (yds),7/17/2025,CF5109-OLV,CF5109-OLV/0,"<div id='holdButton_24576' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24576,0)'></i></div>",90,0.0,90.0,0.0,yds,SP2506164/2,Email 6/17,Creative Cut & Sew,Hemingway Sewing Solutions,
Open,Genita Harris,$61.25 (yds),7/25/2025,BK 7215-0,BK 7215-0/0,"<div id='holdButton_24621' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24621,0)'></i></div>","1,000",0.0,"1,000.0",0.0,yds,SP2506188/1,9106,Spintech Holdings INC,"Spintech Holding, Inc",
Open,Alicia Lutz,$0.01 (yds),7/23/2025,CF5105-RYL,CF5105-RYL/0,"<div id='holdButton_24951' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24951,0)'></i></div>","1,050",0.0,"1,050.0",0.0,yds,SP2507042/1,Email 7/8,Creative Cut & Sew,Hemingway Sewing Solutions,
Open,Alicia Lutz,$0.01 (yds),7/23/2025,CF5109-RYL,CF5109-RYL/0,"<div id='holdButton_24950' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24950,0)'></i></div>",43,0.0,43.0,0.0,yds,SP2507042/2,Email 7/8,Creative Cut & Sew,Hemingway Sewing Solutions,
Open,Brittany Lee,$4.75 (yds),8/1/2025,CT3085-1FI,CT3085-1FI/0,"<div id='holdButton_25196' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(25196,0)'></i></div>",400,0.0,400.0,0.0,yds,SP2507157/1,25-00651,Sound Sleep,Sound Sleep - Lacey,
Open,Brittany Lee,$5.48 (yds),7/17/2025,50000183,C1B4125-1/0,"<div id='holdButton_25134' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(25134,1)'></i></div>",40,0.0,40.0,0.0,yds,SP2507121/1,L8263-042,Serta Simmons Bedding Company,SSBMF - PHOENIX,
Open,Brittany Lee,$5.48 (yds),7/10/2025,50000183,C1B4125-1/0,"<div id='holdButton_24968' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(24968,1)'></i></div>",40,0.0,40.0,0.0,yds,SP2507049/2,L8308-168,Serta Simmons Bedding Company,SSBMF - Wisconsin,
Open,Brittany Lee,$5.48 (yds),7/28/2025,50000183,C1B4125-1/0,"<div id='holdButton_25275' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(25275,1)'></i></div>",40,0.0,40.0,0.0,yds,SP2507192/1,L8348-075,Serta Simmons Bedding Company,SSBMF - Cullman,
Open,Brittany Lee,$5.48 (yds),7/25/2025,50000183,C1B4125-1/0,"<div id='holdButton_25270' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(25270,1)'></i></div>",55,0.0,55.0,0.0,yds,SP2507190/4,L8309-075,Serta Simmons Bedding Company,SSBMF - MONROE,
Open,Brittany Lee,$5.48 (yds),7/24/2025,50000183,C1B4125-1/0,"<div id='holdButton_25251' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(25251,1)'></i></div>",60,0.0,60.0,0.0,yds,SP2507182/2,L8462-069,Serta Simmons Bedding Company,SSBMF - HAZLETON,
Open,Brittany Lee,$5.48 (yds),7/24/2025,50000183,C1B4125-1/0,"<div id='holdButton_25248' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(25248,1)'></i></div>",80,0.0,80.0,0.0,yds,SP2507180/1,L8348-074,Serta Simmons Bedding Company,SSBMF - Cullman,
Open,Brittany Lee,$5.48 (yds),6/30/2025,50000183,C1B4125-1/0,"<div id='holdButton_24838' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(24838,1)'></i></div>",40,0.0,40.0,0.0,yds,SP2506249/1,L8265-076,Serta Simmons Bedding Company,SSBMF - WEST PALM,
Open,Brittany Lee,$5.48 (yds),7/22/2025,50000183,C1B4125-1/0,"<div id='holdButton_25189' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(25189,1)'></i></div>",40,0.0,40.0,0.0,yds,SP2507154/3,L8306-057,Serta Simmons Bedding Company,SSBMF - DENVER,
Open,Brittany Lee,$7.79 (yds),6/20/2025,C1B4356-1,C1B4356-1/0,"<div id='holdButton_24310' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24310,0)'></i></div>","2,126",0.0,"2,126.0","1,591.7",yds,SP2506046/1,18636,Reliefmart/Ultrabed,Specialty Mattress Inc,
Open,Alicia Lutz,$13.33 (yds),9/30/2025,KBDU600K,KBDU600K/0,"<div id='holdButton_25153' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(25153,0)'></i></div>","12,000",0.0,"12,000.0",0.0,yds,SP2507135/1,14483149,WL GORE,D & S Warehousing Inc,
Open,Alicia Lutz,$13.33 (yds),9/22/2025,KBDU600K,KBDU600K/0,"<div id='holdButton_24980' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24980,0)'></i></div>","12,000",0.0,"12,000.0",0.0,yds,SP2507056/1,14483149,WL GORE,D & S Warehousing Inc,
Open,Alicia Lutz,$13.33 (yds),9/15/2025,KBDU600K,KBDU600K/0,"<div id='holdButton_24979' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24979,0)'></i></div>","4,400",0.0,"4,400.0",0.0,yds,SP2507055/1,14441531,WL GORE,D & S Warehousing Inc,
Open,Alicia Lutz,$13.33 (yds),9/8/2025,KBDU600K,KBDU600K/0,"<div id='holdButton_24978' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24978,0)'></i></div>","1,258",0.0,"1,258.0",0.0,yds,SP2507054/1,14441530,WL GORE,D & S Warehousing Inc,
Open,Brittany Lee,$12.50 (yds),2/28/2025,C1B4428-1,C1B4428-1/0,"<div id='holdButton_22307' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(22307,1)'></i></div>","1,000",0.0,"1,000.0",687.7,yds,SP2501097/1,ALIM202501,Dynasty Consolidated DBA Sleeptronic,Sleeptronic,
Open,Brittany Lee,$12.50 (yds),8/15/2025,C1B4428-1,C1B4428-1/0,"<div id='holdButton_25164' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(25164,0)'></i></div>",500,0.0,500.0,687.7,yds,SP2507142/1,00123925,Dynasty Consolidated DBA Sleeptronic,Sleeptronic,
Open,Brittany Lee,$9.95 (yds),8/15/2025,C1B4440-1,C1B4440-1/42INCH,"<div id='holdButton_25165' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(25165,0)'></i></div>",500,0.0,500.0,30.2,yds,SP2507142/2,00123925,Dynasty Consolidated DBA Sleeptronic,Sleeptronic,
Open,Brittany Lee,$9.95 (yds),7/4/2025,C1B2946-6CP25,C1B2946-6CP25/0,"<div id='holdButton_24525' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24525,0)'></i></div>",500,0.0,500.0,0.0,yds,SP2506141/1,22313,SALT LAKE MATTRESS AND MFG (Serta),SALT LAKE MFG - SHIP TO,
Open,Genita Harris,$3.59 (yds),7/25/2025,CF5263-1674,CF5263-1674/0,"<div id='holdButton_24659' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24659,0)'></i></div>","7,500",0.0,"7,500.0",147.0,yds,SP2506192/1,SAW-004,Sawasawa LLC,Sawasawa LLC,
Open,Brittany Lee,$13.25 (yds),9/16/2025,C1B4544-1,C1B4544-1/42INCH,"<div id='holdButton_24503' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(24503,1)'></i></div>","1,000",0.0,"1,000.0","3,084.1",yds,SP2506129/1,232-048 Blanket,Prana Sleep,Prana Sleep,
Open,Brittany Lee,$10.06 (yds),8/8/2025,CT2552-1,CT2552-1/0,"<div id='holdButton_25200' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(25200,0)'></i></div>","1,200",0.0,"1,200.0",0.0,yds,SP2507160/1,18692,Reliefmart/Ultrabed,Specialty Mattress Inc,
Open,Brittany Lee,$11.45 (yds),4/30/2025,CEE4586-1,CEE4586-1/0,"<div id='holdButton_22789' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(22789,1)'></i></div>",300,0.0,300.0,797.0,yds,SP2501197/1,21984,SALT LAKE MATTRESS AND MFG (Serta),SALT LAKE MFG - SHIP TO,
Open,Brittany Lee,$6.99 (yds),9/16/2025,C1B4584-1,C1B4584-1/0,"<div id='holdButton_24501' style='text-align: center;'><i class='fa fa-toggle-on' style='font-size: 135%; font-weight: bold; color: orange;' onClick='setReleased(24501,1)'></i></div>","1,000",0.0,"1,000.0",638.7,yds,SP2506129/2,232-048 Blanket,Prana Sleep,Prana Sleep,
Open,Brittany Lee,$13.25 (yds),7/18/2025,CEE4585-1,CEE4585-1/0,"<div id='holdButton_24974' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24974,0)'></i></div>",100,0.0,100.0,0.0,yds,SP2507051/2,232-050,Prana Sleep,Prana Sleep,
Open,Brittany Lee,$13.25 (yds),8/8/2025,CEE4585-1,CEE4585-1/0,"<div id='holdButton_25166' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(25166,0)'></i></div>",500,0.0,500.0,0.0,yds,SP2507143/2,232-051,Prana Sleep,Prana Sleep,
Open,Genita Harris,$12.06 (yds),8/18/2025,1686006,1SM0824-60/0,"<div id='holdButton_24324' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24324,0)'></i></div>",100,0.0,100.0,0.0,yds,SP2502072/1,42873,"HFI, LLC",HFI DISTRIBUTION CENTER,
Open,Genita Harris,$12.06 (yds),9/15/2025,1686006,1SM0824-60/0,"<div id='holdButton_24325' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24325,0)'></i></div>",150,0.0,150.0,0.0,yds,SP2502072/1,42873,"HFI, LLC",HFI DISTRIBUTION CENTER,
Open,Genita Harris,$12.06 (yds),7/21/2025,1686006,1SM0824-60/0,"<div id='holdButton_24409' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24409,0)'></i></div>",100,0.0,100.0,0.0,yds,SP2502072/1,42873,"HFI, LLC",HFI DISTRIBUTION CENTER,
Open,Genita Harris,$12.06 (yds),9/15/2025,1686006,1SM0824-60/0,"<div id='holdButton_24408' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(24408,0)'></i></div>",250,0.0,250.0,0.0,yds,SP2502071/1,42873,"HFI, LLC",HFI C/O Valencia International Inc,
Open,Genita Harris,$12.06 (yds),8/18/2025,1686006,1SM0824-60/0,"<div id='holdButton_23897' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(23897,0)'></i></div>",300,0.0,300.0,0.0,yds,SP2502071/1,42873,"HFI, LLC",HFI C/O Valencia International Inc,
Open,Brittany Lee,$10.36 (yds),7/25/2025,(Greige) C4T4131/TT1L,N/A,"<div id='holdButton_25228' style='text-align: center;'><i class='fa fa-toggle-off' style='font-weight: normal; color: #ccc;' onClick='setReleased(25228,0)'></i></div>",550,0.0,550.0,581.8,yds,SP2506062/1,AP_PO082288,Crypton Inc,Crypton Inc- SHIP TO,
